GCA_934882705.1,GCA_934882705.1.fna.gz
GCA_019272235.1,GCA_019272235.1.fna.gz
GCA_019836495.1,GCA_019836495.1.fna.gz
GCA_021043985.1,GCA_021043985.1.fna.gz
GCA_902833015.1,GCA_902833015.1.fna.gz
GCA_023300165.1,GCA_023300165.1.fna.gz
GCA_015277175.1,GCA_015277175.1.fna.gz
GCA_014226305.1,GCA_014226305.1.fna.gz
GCA_916720095.1,GCA_916720095.1.fna.gz
GCA_020782175.1,GCA_020782175.1.fna.gz
GCA_902501005.1,GCA_902501005.1.fna.gz
GCA_000931775.1,GCA_000931775.1.fna.gz
GCA_905371425.1,GCA_905371425.1.fna.gz
GCA_000470515.1,GCA_000470515.1.fna.gz
GCA_000308015.1,GCA_000308015.1.fna.gz
GCA_902829425.1,GCA_902829425.1.fna.gz
GCA_902652685.1,GCA_902652685.1.fna.gz
GCA_020857705.1,GCA_020857705.1.fna.gz
GCA_000270905.1,GCA_000270905.1.fna.gz
GCA_000470395.1,GCA_000470395.1.fna.gz
GCA_916050685.1,GCA_916050685.1.fna.gz
GCA_011603095.1,GCA_011603095.1.fna.gz
GCA_015276295.1,GCA_015276295.1.fna.gz
GCA_021311435.1,GCA_021311435.1.fna.gz
GCA_014527445.1,GCA_014527445.1.fna.gz
GCA_902832915.1,GCA_902832915.1.fna.gz
GCA_021044335.1,GCA_021044335.1.fna.gz
GCA_014805065.1,GCA_014805065.1.fna.gz
GCA_019272355.1,GCA_019272355.1.fna.gz
GCA_000755925.1,GCA_000755925.1.fna.gz
GCA_000969785.1,GCA_000969785.1.fna.gz
GCA_014705785.1,GCA_014705785.1.fna.gz
GCA_000048665.1,GCA_000048665.1.fna.gz
GCA_012273315.1,GCA_012273315.1.fna.gz
GCA_000253215.1,GCA_000253215.1.fna.gz
GCA_000947895.1,GCA_000947895.1.fna.gz
GCA_013122235.1,GCA_013122235.1.fna.gz
GCA_000832845.1,GCA_000832845.1.fna.gz
GCA_012224905.1,GCA_012224905.1.fna.gz
GCA_000832405.1,GCA_000832405.1.fna.gz
GCA_018604265.1,GCA_018604265.1.fna.gz
GCA_000191465.1,GCA_000191465.1.fna.gz
GCA_019456615.1,GCA_019456615.1.fna.gz
GCA_012273355.1,GCA_012273355.1.fna.gz
GCA_900452735.1,GCA_900452735.1.fna.gz
GCA_000319165.1,GCA_000319165.1.fna.gz
GCA_901875595.1,GCA_901875595.1.fna.gz
GCA_021378415.1,GCA_021378415.1.fna.gz
GCA_019272405.1,GCA_019272405.1.fna.gz
GCA_013735895.1,GCA_013735895.1.fna.gz
GCA_021044145.1,GCA_021044145.1.fna.gz
GCA_020616775.1,GCA_020616775.1.fna.gz
GCA_014527485.1,GCA_014527485.1.fna.gz
GCA_018502465.1,GCA_018502465.1.fna.gz
GCA_014223715.1,GCA_014223715.1.fna.gz
GCA_927912595.1,GCA_927912595.1.fna.gz
GCA_934878285.1,GCA_934878285.1.fna.gz
GCA_000477275.1,GCA_000477275.1.fna.gz
GCA_019971385.1,GCA_019971385.1.fna.gz
GCA_000270945.1,GCA_000270945.1.fna.gz
GCA_023283205.1,GCA_023283205.1.fna.gz
GCA_017312425.1,GCA_017312425.1.fna.gz
GCA_000470295.1,GCA_000470295.1.fna.gz
GCA_014104005.1,GCA_014104005.1.fna.gz
GCA_902373935.1,GCA_902373935.1.fna.gz
GCA_902460575.1,GCA_902460575.1.fna.gz
GCA_020966405.1,GCA_020966405.1.fna.gz
GCA_014223305.1,GCA_014223305.1.fna.gz
GCA_021311555.1,GCA_021311555.1.fna.gz
GCA_014322705.1,GCA_014322705.1.fna.gz
GCA_900087815.2,GCA_900087815.2.fna.gz
GCA_019856595.1,GCA_019856595.1.fna.gz
GCA_021043485.1,GCA_021043485.1.fna.gz
GCA_019272495.1,GCA_019272495.1.fna.gz
GCA_000085225.1,GCA_000085225.1.fna.gz
GCA_019266385.2,GCA_019266385.2.fna.gz
GCA_000015925.1,GCA_000015925.1.fna.gz
GCA_000319005.1,GCA_000319005.1.fna.gz
GCA_016127515.1,GCA_016127515.1.fna.gz
GCA_000742875.1,GCA_000742875.1.fna.gz
GCA_000009465.1,GCA_000009465.1.fna.gz
GCA_903992775.1,GCA_903992775.1.fna.gz
GCA_013177375.1,GCA_013177375.1.fna.gz
GCA_000832805.1,GCA_000832805.1.fna.gz
GCA_022627325.1,GCA_022627325.1.fna.gz
GCA_000191425.1,GCA_000191425.1.fna.gz
GCA_012273375.1,GCA_012273375.1.fna.gz
GCA_016094425.1,GCA_016094425.1.fna.gz
GCA_000319145.1,GCA_000319145.1.fna.gz
GCA_000755905.1,GCA_000755905.1.fna.gz
GCA_000612785.1,GCA_000612785.1.fna.gz
GCA_019272575.1,GCA_019272575.1.fna.gz
GCA_019838905.1,GCA_019838905.1.fna.gz
GCA_021043505.1,GCA_021043505.1.fna.gz
GCA_023299545.1,GCA_023299545.1.fna.gz
GCA_014223405.1,GCA_014223405.1.fna.gz
GCA_014225695.1,GCA_014225695.1.fna.gz
GCA_900109865.1,GCA_900109865.1.fna.gz
GCA_000949715.1,GCA_000949715.1.fna.gz
GCA_905113045.1,GCA_905113045.1.fna.gz
GCA_000470175.1,GCA_000470175.1.fna.gz
GCA_000270785.1,GCA_000270785.1.fna.gz
GCA_021121665.1,GCA_021121665.1.fna.gz
GCA_017312405.1,GCA_017312405.1.fna.gz
GCA_022549495.1,GCA_022549495.1.fna.gz
GCA_900446185.1,GCA_900446185.1.fna.gz
GCA_000814075.1,GCA_000814075.1.fna.gz
GCA_000270805.1,GCA_000270805.1.fna.gz
GCA_019971715.1,GCA_019971715.1.fna.gz
GCA_943912705.1,GCA_943912705.1.fna.gz
GCA_000470615.1,GCA_000470615.1.fna.gz
GCA_905370235.1,GCA_905370235.1.fna.gz
GCA_014104105.1,GCA_014104105.1.fna.gz
GCA_014226165.1,GCA_014226165.1.fna.gz
GCA_017845305.1,GCA_017845305.1.fna.gz
GCA_021311565.1,GCA_021311565.1.fna.gz
GCA_000960585.1,GCA_000960585.1.fna.gz
GCA_900087865.2,GCA_900087865.2.fna.gz
GCA_905332605.1,GCA_905332605.1.fna.gz
GCA_021044005.1,GCA_021044005.1.fna.gz
GCA_019838945.1,GCA_019838945.1.fna.gz
GCA_019272675.1,GCA_019272675.1.fna.gz
GCA_000210455.1,GCA_000210455.1.fna.gz
GCA_902830405.1,GCA_902830405.1.fna.gz
GCA_000318625.1,GCA_000318625.1.fna.gz
GCA_000742695.1,GCA_000742695.1.fna.gz
GCA_000009105.1,GCA_000009105.1.fna.gz
GCA_000021305.1,GCA_000021305.1.fna.gz
GCA_000832385.1,GCA_000832385.1.fna.gz
GCA_000014105.1,GCA_000014105.1.fna.gz
GCA_013349245.1,GCA_013349245.1.fna.gz
GCA_900639965.1,GCA_900639965.1.fna.gz
GCA_000318545.1,GCA_000318545.1.fna.gz
GCA_000015905.1,GCA_000015905.1.fna.gz
GCA_000210415.1,GCA_000210415.1.fna.gz
GCA_019272715.1,GCA_019272715.1.fna.gz
GCA_019838515.1,GCA_019838515.1.fna.gz
GCA_021043525.1,GCA_021043525.1.fna.gz
GCA_904852005.1,GCA_904852005.1.fna.gz
GCA_000172595.2,GCA_000172595.2.fna.gz
GCA_000754975.1,GCA_000754975.1.fna.gz
GCA_015276945.1,GCA_015276945.1.fna.gz
GCA_902500495.1,GCA_902500495.1.fna.gz
GCA_945828775.1,GCA_945828775.1.fna.gz
GCA_927911775.1,GCA_927911775.1.fna.gz
GCA_000470195.1,GCA_000470195.1.fna.gz
GCA_000270925.1,GCA_000270925.1.fna.gz
GCA_902830805.1,GCA_902830805.1.fna.gz
GCA_000270885.1,GCA_000270885.1.fna.gz
GCA_019972635.1,GCA_019972635.1.fna.gz
GCA_000470095.1,GCA_000470095.1.fna.gz
GCA_945869025.1,GCA_945869025.1.fna.gz
GCA_902500545.1,GCA_902500545.1.fna.gz
GCA_902460745.1,GCA_902460745.1.fna.gz
GCA_019348635.1,GCA_019348635.1.fna.gz
GCA_014225545.1,GCA_014225545.1.fna.gz
GCA_900087625.2,GCA_900087625.2.fna.gz
GCA_905332575.1,GCA_905332575.1.fna.gz
GCA_021044225.1,GCA_021044225.1.fna.gz
GCA_019838285.1,GCA_019838285.1.fna.gz
GCA_019272755.1,GCA_019272755.1.fna.gz
GCA_000211235.1,GCA_000211235.1.fna.gz
GCA_000959225.1,GCA_000959225.1.fna.gz
GCA_000318685.1,GCA_000318685.1.fna.gz
GCA_000959755.1,GCA_000959755.1.fna.gz
GCA_900457225.1,GCA_900457225.1.fna.gz
GCA_000083565.1,GCA_000083565.1.fna.gz
GCA_903992735.1,GCA_903992735.1.fna.gz
GCA_000021785.1,GCA_000021785.1.fna.gz
GCA_014334235.1,GCA_014334235.1.fna.gz
GCA_000239195.1,GCA_000239195.1.fna.gz
GCA_903992785.1,GCA_903992785.1.fna.gz
GCA_016094295.1,GCA_016094295.1.fna.gz
GCA_000586255.1,GCA_000586255.1.fna.gz
GCA_000319045.1,GCA_000319045.1.fna.gz
GCA_000959345.1,GCA_000959345.1.fna.gz
GCA_000210435.1,GCA_000210435.1.fna.gz
GCA_019272775.1,GCA_019272775.1.fna.gz
GCA_021043615.1,GCA_021043615.1.fna.gz
GCA_903986345.1,GCA_903986345.1.fna.gz
GCA_019734835.1,GCA_019734835.1.fna.gz
GCA_017313465.1,GCA_017313465.1.fna.gz
GCA_014266385.1,GCA_014266385.1.fna.gz
GCA_900092065.1,GCA_900092065.1.fna.gz
GCA_900604305.1,GCA_900604305.1.fna.gz
GCA_901563895.1,GCA_901563895.1.fna.gz
GCA_000710215.1,GCA_000710215.1.fna.gz
GCA_019971995.1,GCA_019971995.1.fna.gz
GCA_000751135.1,GCA_000751135.1.fna.gz
GCA_014103835.1,GCA_014103835.1.fna.gz
GCA_902500445.1,GCA_902500445.1.fna.gz
GCA_015276155.1,GCA_015276155.1.fna.gz
GCA_021311445.1,GCA_021311445.1.fna.gz
GCA_903986455.1,GCA_903986455.1.fna.gz
GCA_014222995.1,GCA_014222995.1.fna.gz
GCA_900087875.2,GCA_900087875.2.fna.gz
GCA_023182775.2,GCA_023182775.2.fna.gz
GCA_904852195.1,GCA_904852195.1.fna.gz
GCA_021043435.1,GCA_021043435.1.fna.gz
GCA_000387485.1,GCA_000387485.1.fna.gz
GCA_019272795.1,GCA_019272795.1.fna.gz
GCA_020341515.1,GCA_020341515.1.fna.gz
GCA_000012785.1,GCA_000012785.1.fna.gz
GCA_000319125.1,GCA_000319125.1.fna.gz
GCA_022570455.1,GCA_022570455.1.fna.gz
GCA_016094365.1,GCA_016094365.1.fna.gz
GCA_000012705.1,GCA_000012705.1.fna.gz
GCA_000143605.1,GCA_000143605.1.fna.gz
GCA_000292415.1,GCA_000292415.1.fna.gz
GCA_016727385.1,GCA_016727385.1.fna.gz
GCA_000742315.1,GCA_000742315.1.fna.gz
GCA_016094435.1,GCA_016094435.1.fna.gz
GCA_900461535.1,GCA_900461535.1.fna.gz
GCA_000318585.1,GCA_000318585.1.fna.gz
GCA_000770495.1,GCA_000770495.1.fna.gz
GCA_000013945.1,GCA_000013945.1.fna.gz
GCA_019272815.1,GCA_019272815.1.fna.gz
GCA_016989895.1,GCA_016989895.1.fna.gz
GCA_000246775.1,GCA_000246775.1.fna.gz
GCA_021043925.1,GCA_021043925.1.fna.gz
GCA_904853625.1,GCA_904853625.1.fna.gz
GCA_014228215.1,GCA_014228215.1.fna.gz
GCA_903986315.1,GCA_903986315.1.fna.gz
GCA_900452985.1,GCA_900452985.1.fna.gz
GCA_914484805.1,GCA_914484805.1.fna.gz
GCA_014332675.1,GCA_014332675.1.fna.gz
GCA_916050245.1,GCA_916050245.1.fna.gz
GCA_022835755.1,GCA_022835755.1.fna.gz
GCA_016123525.1,GCA_016123525.1.fna.gz
GCA_011764465.2,GCA_011764465.2.fna.gz
GCA_019972015.1,GCA_019972015.1.fna.gz
GCA_000477355.1,GCA_000477355.1.fna.gz
GCA_916048305.1,GCA_916048305.1.fna.gz
GCA_902460665.1,GCA_902460665.1.fna.gz
GCA_014224455.1,GCA_014224455.1.fna.gz
GCA_914484905.1,GCA_914484905.1.fna.gz
GCA_014223025.1,GCA_014223025.1.fna.gz
GCA_013184035.1,GCA_013184035.1.fna.gz
GCA_905332595.1,GCA_905332595.1.fna.gz
GCA_021043785.1,GCA_021043785.1.fna.gz
GCA_000304295.1,GCA_000304295.1.fna.gz
GCA_019272835.1,GCA_019272835.1.fna.gz
GCA_000013965.1,GCA_000013965.1.fna.gz
GCA_000959205.1,GCA_000959205.1.fna.gz
GCA_000318705.1,GCA_000318705.1.fna.gz
GCA_016094535.1,GCA_016094535.1.fna.gz
GCA_000559005.1,GCA_000559005.1.fna.gz
GCA_000007265.1,GCA_000007265.1.fna.gz
GCA_010223795.1,GCA_010223795.1.fna.gz
GCA_010232525.2,GCA_010232525.2.fna.gz
GCA_023169645.1,GCA_023169645.1.fna.gz
GCA_000014365.2,GCA_000014365.2.fna.gz
GCA_000558965.1,GCA_000558965.1.fna.gz
GCA_000318805.1,GCA_000318805.1.fna.gz
GCA_905071855.1,GCA_905071855.1.fna.gz
GCA_000742195.1,GCA_000742195.1.fna.gz
GCA_019272855.1,GCA_019272855.1.fna.gz
GCA_016990025.1,GCA_016990025.1.fna.gz
GCA_000246815.1,GCA_000246815.1.fna.gz
GCA_021044405.1,GCA_021044405.1.fna.gz
GCA_904853615.1,GCA_904853615.1.fna.gz
GCA_021484825.1,GCA_021484825.1.fna.gz
GCA_021729925.1,GCA_021729925.1.fna.gz
GCA_013184055.1,GCA_013184055.1.fna.gz
GCA_905206185.1,GCA_905206185.1.fna.gz
GCA_021311535.1,GCA_021311535.1.fna.gz
GCA_900453295.1,GCA_900453295.1.fna.gz
GCA_914484955.1,GCA_914484955.1.fna.gz
GCA_017845015.1,GCA_017845015.1.fna.gz
GCA_014323445.1,GCA_014323445.1.fna.gz
GCA_000828115.1,GCA_000828115.1.fna.gz
GCA_902460895.1,GCA_902460895.1.fna.gz
GCA_905213255.1,GCA_905213255.1.fna.gz
GCA_000477335.1,GCA_000477335.1.fna.gz
GCA_000523875.1,GCA_000523875.1.fna.gz
GCA_902825095.1,GCA_902825095.1.fna.gz
GCA_900092085.1,GCA_900092085.1.fna.gz
GCA_000687245.1,GCA_000687245.1.fna.gz
GCA_000470235.1,GCA_000470235.1.fna.gz
GCA_916709755.1,GCA_916709755.1.fna.gz
GCA_900006945.1,GCA_900006945.1.fna.gz
GCA_017315485.1,GCA_017315485.1.fna.gz
GCA_011605595.1,GCA_011605595.1.fna.gz
GCA_018500235.1,GCA_018500235.1.fna.gz
GCA_000016205.1,GCA_000016205.1.fna.gz
GCA_903986525.1,GCA_903986525.1.fna.gz
GCA_018440765.1,GCA_018440765.1.fna.gz
GCA_015509285.1,GCA_015509285.1.fna.gz
GCA_021043735.1,GCA_021043735.1.fna.gz
GCA_000246795.1,GCA_000246795.1.fna.gz
GCA_019838345.1,GCA_019838345.1.fna.gz
GCA_019272875.1,GCA_019272875.1.fna.gz
GCA_905071875.1,GCA_905071875.1.fna.gz
GCA_000318745.1,GCA_000318745.1.fna.gz
GCA_000299135.1,GCA_000299135.1.fna.gz
GCA_000558985.1,GCA_000558985.1.fna.gz
GCA_000006885.1,GCA_000006885.1.fna.gz
GCA_016904135.1,GCA_016904135.1.fna.gz
GCA_022869685.1,GCA_022869685.1.fna.gz
GCA_000799625.1,GCA_000799625.1.fna.gz
GCA_000167275.1,GCA_000167275.1.fna.gz
GCA_000196055.1,GCA_000196055.1.fna.gz
GCA_000959745.1,GCA_000959745.1.fna.gz
GCA_000318605.1,GCA_000318605.1.fna.gz
GCA_000511915.1,GCA_000511915.1.fna.gz
GCA_019272895.1,GCA_019272895.1.fna.gz
GCA_019838705.1,GCA_019838705.1.fna.gz
GCA_000410555.1,GCA_000410555.1.fna.gz
GCA_021043845.1,GCA_021043845.1.fna.gz
GCA_000006825.1,GCA_000006825.1.fna.gz
GCA_014228415.1,GCA_014228415.1.fna.gz
GCA_903986255.1,GCA_903986255.1.fna.gz
GCA_021311415.1,GCA_021311415.1.fna.gz
GCA_020509375.1,GCA_020509375.1.fna.gz
GCA_015276075.1,GCA_015276075.1.fna.gz
GCA_902460755.1,GCA_902460755.1.fna.gz
GCA_902500465.1,GCA_902500465.1.fna.gz
GCA_938021805.1,GCA_938021805.1.fna.gz
GCA_000470215.1,GCA_000470215.1.fna.gz
GCA_000241285.2,GCA_000241285.2.fna.gz
GCA_000788125.1,GCA_000788125.1.fna.gz
GCA_000470555.1,GCA_000470555.1.fna.gz
GCA_015276335.1,GCA_015276335.1.fna.gz
GCA_016620365.1,GCA_016620365.1.fna.gz
GCA_937894545.1,GCA_937894545.1.fna.gz
GCA_902833405.1,GCA_902833405.1.fna.gz
GCA_000735445.1,GCA_000735445.1.fna.gz
GCA_021556355.1,GCA_021556355.1.fna.gz
GCA_903986115.1,GCA_903986115.1.fna.gz
GCA_016882125.1,GCA_016882125.1.fna.gz
GCA_900639355.1,GCA_900639355.1.fna.gz
GCA_900087785.2,GCA_900087785.2.fna.gz
GCA_023299625.1,GCA_023299625.1.fna.gz
GCA_902832965.1,GCA_902832965.1.fna.gz
GCA_021043465.1,GCA_021043465.1.fna.gz
GCA_000017825.1,GCA_000017825.1.fna.gz
GCA_019271475.1,GCA_019271475.1.fna.gz
GCA_000182625.1,GCA_000182625.1.fna.gz
GCA_000319065.1,GCA_000319065.1.fna.gz
GCA_000181835.1,GCA_000181835.1.fna.gz
GCA_000427035.1,GCA_000427035.1.fna.gz
GCA_000007045.1,GCA_000007045.1.fna.gz
GCA_016117775.1,GCA_016117775.1.fna.gz
GCA_000427075.1,GCA_000427075.1.fna.gz
GCA_900461545.1,GCA_900461545.1.fna.gz
GCA_000319085.1,GCA_000319085.1.fna.gz
GCA_000742275.1,GCA_000742275.1.fna.gz
GCA_019270675.1,GCA_019270675.1.fna.gz
GCA_016990235.1,GCA_016990235.1.fna.gz
GCA_021043645.1,GCA_021043645.1.fna.gz
GCA_000024485.1,GCA_000024485.1.fna.gz
GCA_904849745.1,GCA_904849745.1.fna.gz
GCA_000255915.1,GCA_000255915.1.fna.gz
GCA_902833445.1,GCA_902833445.1.fna.gz
GCA_900455195.1,GCA_900455195.1.fna.gz
GCA_015276355.1,GCA_015276355.1.fna.gz
GCA_017163815.1,GCA_017163815.1.fna.gz
GCA_902460915.1,GCA_902460915.1.fna.gz
GCA_902500665.1,GCA_902500665.1.fna.gz
GCA_015356435.1,GCA_015356435.1.fna.gz
GCA_000470435.1,GCA_000470435.1.fna.gz
GCA_019971635.1,GCA_019971635.1.fna.gz
GCA_000582195.1,GCA_000582195.1.fna.gz
GCA_016620455.1,GCA_016620455.1.fna.gz
GCA_943912575.1,GCA_943912575.1.fna.gz
GCA_902500765.1,GCA_902500765.1.fna.gz
GCA_902387925.1,GCA_902387925.1.fna.gz
GCA_021311475.1,GCA_021311475.1.fna.gz
GCA_014222985.1,GCA_014222985.1.fna.gz
GCA_000234745.1,GCA_000234745.1.fna.gz
GCA_020616935.1,GCA_020616935.1.fna.gz
GCA_000813285.1,GCA_000813285.1.fna.gz
GCA_019271115.1,GCA_019271115.1.fna.gz
GCA_000157695.1,GCA_000157695.1.fna.gz
GCA_000318965.1,GCA_000318965.1.fna.gz
GCA_000689235.1,GCA_000689235.1.fna.gz
GCA_000019265.1,GCA_000019265.1.fna.gz
GCA_022809795.1,GCA_022809795.1.fna.gz
GCA_022406835.1,GCA_022406835.1.fna.gz
GCA_900454135.1,GCA_900454135.1.fna.gz
GCA_000147095.1,GCA_000147095.1.fna.gz
GCA_928858585.1,GCA_928858585.1.fna.gz
GCA_013337165.1,GCA_013337165.1.fna.gz
GCA_012593885.1,GCA_012593885.1.fna.gz
GCA_900452705.1,GCA_900452705.1.fna.gz
GCA_000318945.1,GCA_000318945.1.fna.gz
GCA_000158795.1,GCA_000158795.1.fna.gz
GCA_019271155.1,GCA_019271155.1.fna.gz
GCA_904850875.1,GCA_904850875.1.fna.gz
GCA_000181555.2,GCA_000181555.2.fna.gz
GCA_900639365.1,GCA_900639365.1.fna.gz
GCA_015275435.1,GCA_015275435.1.fna.gz
GCA_014860525.1,GCA_014860525.1.fna.gz
GCA_014226655.1,GCA_014226655.1.fna.gz
GCA_014103885.1,GCA_014103885.1.fna.gz
GCA_900454405.1,GCA_900454405.1.fna.gz
GCA_013421435.1,GCA_013421435.1.fna.gz
GCA_018687825.1,GCA_018687825.1.fna.gz
GCA_019971775.1,GCA_019971775.1.fna.gz
GCA_937989805.1,GCA_937989805.1.fna.gz
GCA_014104775.1,GCA_014104775.1.fna.gz
GCA_023276565.1,GCA_023276565.1.fna.gz
GCA_902460535.1,GCA_902460535.1.fna.gz
GCA_015275325.1,GCA_015275325.1.fna.gz
GCA_000171755.2,GCA_000171755.2.fna.gz
GCA_019271755.1,GCA_019271755.1.fna.gz
GCA_000157675.1,GCA_000157675.1.fna.gz
GCA_000959185.1,GCA_000959185.1.fna.gz
GCA_000319025.1,GCA_000319025.1.fna.gz
GCA_000026665.1,GCA_000026665.1.fna.gz
GCA_900454045.1,GCA_900454045.1.fna.gz
GCA_013137935.1,GCA_013137935.1.fna.gz
GCA_019969255.1,GCA_019969255.1.fna.gz
GCA_020736305.1,GCA_020736305.1.fna.gz
GCA_000019985.1,GCA_000019985.1.fna.gz
GCA_000612525.2,GCA_000612525.2.fna.gz
GCA_000175515.1,GCA_000175515.1.fna.gz
GCA_000756185.1,GCA_000756185.1.fna.gz
GCA_000292045.1,GCA_000292045.1.fna.gz
GCA_019271175.1,GCA_019271175.1.fna.gz
GCA_019838425.1,GCA_019838425.1.fna.gz
GCA_900291945.1,GCA_900291945.1.fna.gz
GCA_000181715.2,GCA_000181715.2.fna.gz
GCA_904853605.1,GCA_904853605.1.fna.gz
GCA_902379005.2,GCA_902379005.2.fna.gz
GCA_000960735.1,GCA_000960735.1.fna.gz
GCA_903986465.1,GCA_903986465.1.fna.gz
GCA_022486415.1,GCA_022486415.1.fna.gz
GCA_014228995.1,GCA_014228995.1.fna.gz
GCA_932750775.1,GCA_932750775.1.fna.gz
GCA_902460725.1,GCA_902460725.1.fna.gz
GCA_014101305.1,GCA_014101305.1.fna.gz
GCA_019971875.1,GCA_019971875.1.fna.gz
GCA_019972515.1,GCA_019972515.1.fna.gz
GCA_014101295.1,GCA_014101295.1.fna.gz
GCA_020113175.1,GCA_020113175.1.fna.gz
GCA_022485685.1,GCA_022485685.1.fna.gz
GCA_021311615.1,GCA_021311615.1.fna.gz
GCA_014322685.1,GCA_014322685.1.fna.gz
GCA_938014595.1,GCA_938014595.1.fna.gz
GCA_000973565.1,GCA_000973565.1.fna.gz
GCA_904853025.1,GCA_904853025.1.fna.gz
GCA_000172335.2,GCA_000172335.2.fna.gz
GCA_900298965.1,GCA_900298965.1.fna.gz
GCA_019836705.1,GCA_019836705.1.fna.gz
GCA_019273715.1,GCA_019273715.1.fna.gz
GCA_000723285.1,GCA_000723285.1.fna.gz
GCA_000157735.1,GCA_000157735.1.fna.gz
GCA_000770535.1,GCA_000770535.1.fna.gz
GCA_000173515.1,GCA_000173515.1.fna.gz
GCA_900452685.1,GCA_900452685.1.fna.gz
GCA_014705825.1,GCA_014705825.1.fna.gz
GCA_000018965.1,GCA_000018965.1.fna.gz
GCA_020275645.1,GCA_020275645.1.fna.gz
GCA_021496685.1,GCA_021496685.1.fna.gz
GCA_020736325.1,GCA_020736325.1.fna.gz
GCA_018409145.1,GCA_018409145.1.fna.gz
GCA_016903575.1,GCA_016903575.1.fna.gz
GCA_000210975.1,GCA_000210975.1.fna.gz
GCA_020252225.1,GCA_020252225.1.fna.gz
GCA_000173535.1,GCA_000173535.1.fna.gz
GCA_000770455.1,GCA_000770455.1.fna.gz
GCA_019271575.1,GCA_019271575.1.fna.gz
GCA_014805165.1,GCA_014805165.1.fna.gz
GCA_900298905.1,GCA_900298905.1.fna.gz
GCA_000171735.2,GCA_000171735.2.fna.gz
GCA_902833855.1,GCA_902833855.1.fna.gz
GCA_000935925.1,GCA_000935925.1.fna.gz
GCA_014228365.1,GCA_014228365.1.fna.gz
GCA_903986305.1,GCA_903986305.1.fna.gz
GCA_022486065.1,GCA_022486065.1.fna.gz
GCA_013186165.1,GCA_013186165.1.fna.gz
GCA_014322425.1,GCA_014322425.1.fna.gz
GCA_903986915.1,GCA_903986915.1.fna.gz
GCA_902460465.1,GCA_902460465.1.fna.gz
GCA_018255815.1,GCA_018255815.1.fna.gz
GCA_021129015.1,GCA_021129015.1.fna.gz
GCA_019754035.1,GCA_019754035.1.fna.gz
GCA_000689455.1,GCA_000689455.1.fna.gz
GCA_019972035.1,GCA_019972035.1.fna.gz
GCA_014225755.1,GCA_014225755.1.fna.gz
GCA_017845035.1,GCA_017845035.1.fna.gz
GCA_000743395.1,GCA_000743395.1.fna.gz
GCA_905332565.1,GCA_905332565.1.fna.gz
GCA_000172315.2,GCA_000172315.2.fna.gz
GCA_900298975.1,GCA_900298975.1.fna.gz
GCA_019270795.1,GCA_019270795.1.fna.gz
GCA_902830455.1,GCA_902830455.1.fna.gz
GCA_000173495.1,GCA_000173495.1.fna.gz
GCA_000743805.1,GCA_000743805.1.fna.gz
GCA_000211075.1,GCA_000211075.1.fna.gz
GCA_900453955.1,GCA_900453955.1.fna.gz
GCA_900408175.1,GCA_900408175.1.fna.gz
GCA_000161015.1,GCA_000161015.1.fna.gz
GCA_014334195.1,GCA_014334195.1.fna.gz
GCA_000160895.1,GCA_000160895.1.fna.gz
GCA_902388005.1,GCA_902388005.1.fna.gz
GCA_000173475.1,GCA_000173475.1.fna.gz
GCA_000770515.1,GCA_000770515.1.fna.gz
GCA_019271075.1,GCA_019271075.1.fna.gz
GCA_019836605.1,GCA_019836605.1.fna.gz
GCA_000181855.2,GCA_000181855.2.fna.gz
GCA_902833875.1,GCA_902833875.1.fna.gz
GCA_000006845.1,GCA_000006845.1.fna.gz
GCA_014228345.1,GCA_014228345.1.fna.gz
GCA_017845175.1,GCA_017845175.1.fna.gz
GCA_014224075.1,GCA_014224075.1.fna.gz
GCA_902460415.1,GCA_902460415.1.fna.gz
GCA_013625265.1,GCA_013625265.1.fna.gz
GCA_021129055.1,GCA_021129055.1.fna.gz
GCA_021129115.1,GCA_021129115.1.fna.gz
GCA_019753895.1,GCA_019753895.1.fna.gz
GCA_000689515.1,GCA_000689515.1.fna.gz
GCA_900453145.1,GCA_900453145.1.fna.gz
GCA_943914105.1,GCA_943914105.1.fna.gz
GCA_014226435.1,GCA_014226435.1.fna.gz
GCA_900706735.1,GCA_900706735.1.fna.gz
GCA_022487815.1,GCA_022487815.1.fna.gz
GCA_014228275.1,GCA_014228275.1.fna.gz
GCA_000020105.1,GCA_000020105.1.fna.gz
GCA_000172295.2,GCA_000172295.2.fna.gz
GCA_019838245.1,GCA_019838245.1.fna.gz
GCA_019271255.1,GCA_019271255.1.fna.gz
GCA_000764575.1,GCA_000764575.1.fna.gz
GCA_000174055.1,GCA_000174055.1.fna.gz
GCA_900452765.1,GCA_900452765.1.fna.gz
GCA_902502185.1,GCA_902502185.1.fna.gz
GCA_000180515.2,GCA_000180515.2.fna.gz
GCA_014843275.1,GCA_014843275.1.fna.gz
GCA_000161115.1,GCA_000161115.1.fna.gz
GCA_000161035.1,GCA_000161035.1.fna.gz
GCA_902299125.1,GCA_902299125.1.fna.gz
GCA_011750655.1,GCA_011750655.1.fna.gz
GCA_000018985.1,GCA_000018985.1.fna.gz
GCA_000754175.1,GCA_000754175.1.fna.gz
GCA_013369375.1,GCA_013369375.1.fna.gz
GCA_000763555.1,GCA_000763555.1.fna.gz
GCA_019271675.1,GCA_019271675.1.fna.gz
