#assembly_accession,organism_name
GCA_027604085.1,Chytriomyces hyalinus
GCA_004786245.1,Botrytis hyacinthi
GCA_004786225.1,Botryotinia narcissicola
GCA_004786145.1,Botrytis paeoniae
GCA_022598595.1,Antrodia cinnamomea
GCA_030583255.1,Metschnikowia kunwiensis
GCA_030864325.1,Cutaneotrichosporon cavernicola
GCA_002973495.1,Apiotrichum akiyoshidainum
GCA_003316205.1,Boletus bicolor
GCA_016695485.1,Suillus hirtellus
GCA_016256075.1,Dictyocoela muelleri
GCA_003705985.2,Tetrapisispora namnaoensis
GCA_030575175.1,Sugiyamaella novakii
GCA_023629955.1,Sporisorium graminicola
GCA_029467805.1,Pleurotus eryngii var. eryngii
GCA_001455585.1,Diplodia scrobiculata
GCA_030571375.1,Botryozyma mucatilis
GCA_030570515.1,Metschnikowia bicuspidata var. bicuspidata
GCA_030578735.1,Metschnikowia noctiluminum
GCA_030581935.1,Metschnikowia corniflorae
GCA_030556725.1,Metschnikowia viticola
GCA_017656885.1,Fusarium cortaderiae
GCA_017656955.1,Fusarium brasilicum
GCA_025526915.1,Entophlyctis helioformis
GCA_017657095.1,Fusarium asiaticum
GCA_017657025.1,Fusarium austroamericanum
GCA_001717825.1,Fusarium meridionale
GCA_017656745.1,Fusarium mesoamericanum
GCA_017656945.1,Fusarium boothii
GCA_017657115.1,Fusarium acaciae-mearnsii
GCA_030407095.1,Calocybe indica
GCA_013266175.1,Fusarium gaditjirri
GCA_023757995.1,Alternaria metachromatica
GCA_000149385.1,Cryptococcus neoformans var. neoformans B-3501A
GCA_001605845.1,Sarocladium oryzae
GCA_021398005.1,Sporothrix luriei
GCA_002891385.1,Serpula lacrymans var. shastensis
GCA_000002525.1,Yarrowia lipolytica CLIB122
GCA_000006445.2,Debaryomyces hansenii CBS767
GCA_000091025.4,Eremothecium gossypii ATCC 10895
GCA_000091225.2,Encephalitozoon cuniculi GB-M1
GCA_000149365.1,Saccharomyces cerevisiae RM11-1a
GCA_000166915.1,Aspergillus terreus ATCC 20542
GCA_003313425.1,Pseudopyrenochaeta lycopersici
GCA_001600355.1,Meira nashicola
GCA_001399855.1,Synchytrium endobioticum
GCA_026026355.1,Sarcosagium campestre
GCA_001592805.2,Peltaster fructicola
GCA_016255985.1,Dictyocoela roeselum
GCA_900008665.1,Microbotryum lychnidis-dioicae
GCA_900102585.1,Microbotryum saponariae
GCA_014621435.1,Neopestalotiopsis clavispora
GCA_002382835.1,Penicillium occitanis (nom. inval.)
GCA_001693015.2,Colletotrichum lindemuthianum
GCA_004000155.1,Tubulinosema ratisbonensis
GCA_030582915.1,[Candida] saopauloensis
GCA_030582875.1,[Candida] picinguabensis
GCA_937900885.1,uncultured Penicillium
GCA_000787475.1,Lentinus polychrous
GCA_022478725.1,Daldinia eschscholtzii
GCA_902805475.1,Entonaema liquescens
GCA_015295635.1,Cyphellophora europaea
GCA_019189365.1,Penicillium palitans
GCA_022813165.1,Penicillium caseifulvum
GCA_026122735.1,Penicillium bialowiezense
GCA_030142185.1,Penicillium thymicola
GCA_028827145.1,Penicillium concentricum
GCA_010724575.1,Aspergillus lentulus
GCA_000149425.1,Meyerozyma guilliermondii ATCC 6260
GCA_000006335.3,Candida tropicalis MYA-3404
GCA_000149445.2,Candida albicans WO-1
GCA_002954075.1,Cryptococcus gattii VGII R265
GCA_002276475.2,Chlorociboria aeruginascens
GCA_003707255.2,Saturnispora hagleri
GCA_023758025.1,Alternaria triticimaculans
GCA_030564025.1,Teunomyces panamensis
GCA_030574955.1,Teunomyces lycoperdinae
GCA_030581595.1,[Candida] blattariae
GCA_030563485.1,[Candida] lessepsii
GCA_030580135.1,[Candida] easanensis
GCA_003709435.1,Fusarium incarnatum
GCA_003957845.1,Oidium heveae
GCA_030583145.1,Metschnikowia vanudenii
GCA_025388405.1,Paraconiothyrium brasiliense
GCA_030570015.1,Lachancea meyersii
GCA_003707605.2,Tetrapisispora fleetii
GCA_010093625.1,Macroventuria anomochaeta
GCA_002370815.1,Metschnikowia hamakuensis
GCA_002374535.1,Metschnikowia kamakouana
GCA_002370755.1,Metschnikowia mauinuiana
GCA_023566075.1,Plenodomus lindquistii
GCA_005959805.1,Elsinoe ampelina
GCA_013420875.1,Thelonectria rubi
GCA_018340795.1,Penicillium steckii
GCA_028827735.1,Penicillium macrosclerotiorum
GCA_003705555.1,Meyerozyma athensensis
GCA_030570235.1,Meyerozyma smithsonii
GCA_030574335.1,Meyerozyma elateridarum
GCA_025201865.1,Ramicandelaber brevisporus
GCA_001282315.2,Chrysoporthe cubensis
GCA_015039395.1,Ceratobasidium sp. AG-I
GCA_002215965.1,Aspergillus persii
GCA_025802115.2,Bertia moriformis
GCA_014705095.1,Colletotrichum nymphaeae
GCA_001304625.1,Trametes sp. AH28-2
GCA_017140755.1,Calonectria hongkongensis
GCA_020623665.1,Calonectria multiphialidica
GCA_000143365.1,Chaetomium globosum CBS 148.51
GCA_000003835.1,Clavispora lusitaniae ATCC 42720
GCA_900519155.1,Ustilago bromivora
GCA_000181435.1,Saccharomyces cerevisiae YJM789
GCA_000935225.1,Dactylonectria macrodidyma
GCA_000986645.1,Aspergillus rambellii
GCA_030462905.1,Kazachstania gamospora
GCA_030579775.1,Starmerella cellae
GCA_030557845.1,Starmerella riodocensis
GCA_001599415.1,Aspergillus awamori var. piceus
GCA_020912385.1,Neofusicoccum parvum
GCA_030674565.1,Ogataea thermomethanolica (nom. inval.)
GCA_020744185.1,Linnemannia elongata
GCA_030571515.1,Kazachstania aquatica
GCA_015679535.1,Podila horticola
GCA_013461525.1,Naganishia randhawae
GCA_022814195.1,Mycoblastus sanguinarius
GCA_030561725.1,[Candida] bentonensis
GCA_030574015.1,[Candida] hispaniensis
GCA_030449045.1,Hyphopichia pseudorhagii
GCA_002018265.1,Ceratocystis harringtonii
GCA_003449175.1,Ceratocystis smalleyi
GCA_030549205.1,Apiosordaria backusii
GCA_030549215.1,Schizothecium vesticola
GCA_030512335.1,Cercophora caudata
GCA_026024515.1,Geoglossum umbratile
GCA_000812075.1,Scedosporium aurantiacum
GCA_943193705.1,Trichoderma pseudokoningii
GCA_030567515.1,Kuraishia capsulata
GCA_003706305.3,Kuraishia molischiana
GCA_030578435.1,[Candida] lignicola (nom. inval.)
GCA_026120165.1,Leptosphaerulina australis
GCA_010094085.1,Westerdykella ornata
GCA_022814315.1,Hypocenomyce scalaris
GCA_026027315.1,Pleopsidium flavum
GCA_026026795.1,Phylliscum demangeonii
GCA_024082115.1,Rhinocladiella similis
GCA_027924065.1,Aspergillus brasiliensis
GCA_022814465.1,Aspergillus costaricensis
GCA_001578235.1,Pseudocercospora eumusae
GCA_016801405.1,Parastagonospora nodorum SN15
GCA_012184315.1,Arthrobotrys entomopaga
GCA_000209165.1,Scheffersomyces stipitis CBS 6054
GCA_022495195.1,Xylaria digitata
GCA_011057905.1,Xylaria multiplex
GCA_003951145.1,Jimgerdemannia lactiflua
GCA_019925545.1,Ophiostoma angusticollis
GCA_019155655.1,Kregervanrija delftensis
GCA_003707275.3,Kregervanrija fluxuum
GCA_003705365.1,Saturnispora mendoncae
GCA_003705535.2,Martiniozyma abietophila
GCA_030580115.1,Kregervanrija pseudodelftensis
GCA_030571455.1,Saturnispora besseyi
GCA_030568715.1,Metschnikowia andauensis
GCA_029298845.1,Ophiostoma perfectum
GCA_951394305.1,Lactarius evosmus
GCA_022836615.1,Annulohypoxylon bovei var. microspora
GCA_022695765.1,Annulohypoxylon moriforme
GCA_022496965.1,Annulohypoxylon nitens
GCA_022695755.1,Annulohypoxylon stygium
GCA_022478815.1,Daldinia bambusicola
GCA_018842695.1,Daldinia caldariorum
GCA_008694065.1,Daldinia childiae
GCA_022478715.1,Daldinia decipiens
GCA_022578845.1,Hypoxylon cercidicola
GCA_022578875.1,Hypoxylon crocopeplum
GCA_028565235.1,Hypoxylon lenormandii
GCA_022578975.1,Hypoxylon trugodes
GCA_022495145.1,Xylaria bambusicola
GCA_022578515.1,Annulohypoxylon truncatum
GCA_001736105.1,Pseudozyma hubeiensis
GCA_019972555.1,Ustilago shanxiensis
GCA_001702725.1,Fusarium oxysporum f. sp. radicis-cucumerinum
GCA_027579295.1,Coemansia sp. 'formosensis'
GCA_026260285.1,Colletotrichum sansevieriae
GCA_002104985.1,Rhizoclosmatium globosum
GCA_030564885.1,Metschnikowia kofuensis (nom. inval.)
GCA_005059865.1,Friedmanniomyces simplex
GCA_030553295.1,Friedmanniomyces endolithicus
GCA_015501605.1,Panaeolus papilionaceus
GCA_030512305.1,Cercophora samala
GCA_000002655.1,Aspergillus fumigatus Af293
GCA_000149645.4,Aspergillus fischeri NRRL 181
GCA_001624995.1,Puccinia horiana
GCA_030573535.1,Hanseniaspora occidentalis var. citrica
GCA_004919895.1,Hanseniaspora occidentalis var. occidentalis
GCA_005059845.1,Cryomyces minteri
GCA_030578135.1,Saccharomyces cerevisiae x Saccharomyces kudriavzevii
GCA_030573455.1,Hanseniaspora pseudoguilliermondii
GCA_000143535.4,Botrytis cinerea B05.10
GCA_030270545.1,Aspergillus oryzae var. brunneus
GCA_000006275.3,Aspergillus flavus NRRL3357
GCA_000504405.2,Mycosphaerella sp. Ston1
GCA_001013415.1,Puccinia arachidis
GCA_001599715.1,Phaeotremella fagi
GCA_024752465.1,Allantophomopsis lycopodina
GCA_000149555.1,Fusarium verticillioides 7600
GCA_019000065.1,Apiospora saccharicola
GCA_022414665.1,Arthrinium puccinioides
GCA_016758845.1,Nigrospora oryzae
GCA_009829795.1,Lasiodiplodia gonubiensis
GCA_000219625.1,Zymoseptoria tritici IPO323
GCA_000003515.2,Uncinocarpus reesii 1704
GCA_024516155.1,Pyronema omphalodes
GCA_026120125.1,Pseudocercospora vitis
GCA_022984975.1,Trichoderma koningiopsis
GCA_903798095.1,uncultured Malassezia
GCA_022664585.2,Zalerion maritima
GCA_030579515.1,Spathaspora passalidarum
GCA_012656285.1,Aspergillus fumigatiaffinis
GCA_015708795.1,Serpula lacrymans var. lacrymans
GCA_004786065.1,Ascodesmis nigricans
GCA_937872955.1,uncultured Saccharomyces
GCA_000149615.1,Aspergillus terreus NIH2624
GCA_001662655.1,Pseudogymnoascus verrucosus
GCA_030867335.1,Colletotrichum cereale
GCA_018417965.1,Laccaria trichodermophora
GCA_000002715.1,Aspergillus clavatus NRRL 1
GCA_030568455.1,Teunomyces tritomae
GCA_030556435.1,Teunomyces pallodes
GCA_030574975.1,Teunomyces atbi
GCA_022478985.1,Massospora cicadina
GCA_000798695.1,Exophiala xenobiotica
GCA_002844615.2,Cercospora zeina
GCA_023212725.1,Tranzscheliella williamsii
GCA_018257865.1,Stereocaulon alpinum
GCA_029531795.1,Sclerotinia nivalis
GCA_016508695.1,Hyphodiscus hymeniophilus
GCA_002370615.1,Metschnikowia aberdeeniae
GCA_002374645.1,Metschnikowia shivogae
GCA_013054445.1,Cudoniella acicularis
GCA_016071805.1,Chrysoporthe austroafricana
GCA_030570835.1,[Candida] tibetensis
GCA_003795315.1,Valsa malicola
GCA_002742195.1,Ceratocystis albifundus
GCA_019976475.1,Aspergillus westerdijkiae
GCA_002933655.1,Cercospora berteroae
GCA_030913505.1,Colletotrichum phormii
GCA_007644065.1,Margaritispora aquatica
GCA_001676865.1,Ceratocystiopsis minuta
GCA_002778075.1,Grosmannia penicillata
GCA_029299595.1,Grosmannia serpens
GCA_928869825.1,Ustilago lituana
GCA_937898345.1,uncultured Saccharomycetales
GCA_937863695.1,uncultured Microbotryomycetes
GCA_013423325.1,Usnea hakonensis
GCA_004016185.1,Quambalaria eucalypti
GCA_016097075.2,Sporothrix phasma
GCA_004353285.2,Xylaria grammica
GCA_021030925.1,Trypethelium eluteriae
GCA_014607435.1,Endocarpon pusillum
GCA_028551335.1,Armillaria sp. CMW 4456
GCA_003049485.1,Ophioceras dolichostomum
GCA_009805915.1,Neurospora crassa OR74A
GCA_000185945.1,Cryptococcus gattii WM276
GCA_024713595.1,Morchella rufobrunnea
GCA_031125705.1,Saccharomycopsis babjevae
GCA_014904855.1,Thelephora ganbajun
GCA_003665835.1,Microbotryum silenes-acaulis
GCA_021527695.1,Naematelia aurantialba
GCA_024372685.1,Ascochyta fabae
GCA_009599575.1,Blumeriella jaapii
GCA_030573695.1,Meyerozyma carpophila
GCA_030563705.1,[Candida] bambusicola
GCA_030563825.1,[Candida] nongkhaiensis
GCA_003707935.2,Zygoascus meyerae
GCA_003316145.1,Neoboletus magnificus
GCA_003316055.1,Boletus speciosus
GCA_003316375.1,Tylopilus plumbeoviolaceoides
GCA_022496185.1,Multifurca ochricompacta
GCA_030563205.1,Sugiyamaella marilandica
GCA_030575195.1,Sugiyamaella boreocaroliniensis
GCA_030556845.1,Sugiyamaella floridensis
GCA_030582055.1,Wickerhamiella lipophila
GCA_003705745.3,Blastobotrys muscicola
GCA_030558815.1,Blastobotrys malaysiensis
GCA_030558835.1,Blastobotrys illinoisensis
GCA_003705735.3,Blastobotrys peoriensis
GCA_030574475.1,Trigonopsis californica
GCA_030579895.1,Sugiyamaella grinbergsii
GCA_030565085.1,Sugiyamaella pinicola
GCA_030555635.1,Sugiyamaella neomexicana
GCA_022376455.1,Epithele typhae
GCA_022160335.1,Irpex rosettiformis
GCA_963555575.1,Hygrocybe coccinea
GCA_900068925.1,Infundibulicybe gibba
GCA_000149685.1,Lodderomyces elongisporus NRRL YB-4239
GCA_029282125.1,Mycena amicta
GCA_025203105.1,Fusarium oxysporum f. sp. tracheiphilum
GCA_000230395.2,Aspergillus niger ATCC 1015
GCA_030563645.1,Saturnispora halmiae
GCA_027604975.1,Lachancea thermotolerans
GCA_025526955.1,Gorgonomyces haynaldii
GCA_025399215.1,Globomyces pollinis-pini
GCA_003708905.3,Kazachstania siamensis
GCA_003705865.1,Lipomyces doorenjongii
GCA_030568215.1,Lipomyces kockii
GCA_030556275.1,Lipomyces sp. NRRL Y-27488
GCA_030556285.1,Lipomyces yamadae
GCA_030570675.1,Myxozyma neglecta
GCA_030580395.1,Myxozyma nipponensis
GCA_030568315.1,Myxozyma sirexii
GCA_000340215.1,Pseudocercospora fijiensis CIRAD86
GCA_002776505.1,Ceratocystis cacaofunesta
GCA_030247875.1,Cladophialophora chaetospira
GCA_002335565.1,Cutaneotrichosporon arboriforme
GCA_030573995.1,Yarrowia osloensis
GCA_003614705.1,Blyttiomyces helicus
GCA_022578665.1,Nemania diffusa
GCA_002370635.1,Metschnikowia cerradonensis
GCA_010093605.1,Lophium mytilinum
GCA_010094035.1,Trematosphaeria pertusa
GCA_003708745.2,[Candida] ascalaphidarum
GCA_003706955.3,[Candida] blattae
GCA_030557115.1,Candida chauliodis
GCA_003706475.3,Candida corydali
GCA_030573325.1,[Candida] dosseyi
GCA_022497145.1,Rostrohypoxylon terebratum
GCA_030568385.1,Teunomyces barrocoloradensis
GCA_030581575.1,Teunomyces aglyptinius
GCA_030563165.1,Teunomyces stri
GCA_003706565.3,Teunomyces gatunensis
GCA_030569635.1,[Candida] thaimueangensis
GCA_001990185.1,Salmacisia buchloeana
GCA_001636715.1,Ascosphaera apis ARSEF 7405
GCA_023212645.1,Farysia itapuensis
GCA_020726485.1,Halenospora varia
GCA_023621115.1,Aspergillus ruber
GCA_003615095.1,Fusarium oxysporum f. sp. cepae
GCA_025266925.1,Fusarium oxysporum f. sp. medicaginis
GCA_000149815.1,Coccidioides immitis H538.4
GCA_001481775.2,Trichoderma gamsii
GCA_030563345.1,Diutina scorzettiae
GCA_030575035.1,Suhomyces vadensis
GCA_030580475.1,[Candida] patagonica (nom. inval.)
GCA_022814175.1,Loxospora ochrophaea
GCA_900000165.1,Ceraceosorus bombacis
GCA_000149845.2,Schizosaccharomyces japonicus yFS275
GCA_004337975.1,Pyricularia sp. CBS 133598
GCA_000149865.1,Batrachochytrium dendrobatidis JEL423
GCA_000149895.1,Coccidioides immitis RMSCC 2394
GCA_007113925.1,Teratosphaeria gauchensis
GCA_030563245.1,Wickerhamiella azymoides
GCA_010883475.1,Exophiala phaeomuriformis
GCA_030561745.1,Metschnikowia gelsemii
GCA_023645845.1,Xanthoria mediterranea
GCA_001599595.1,Beverwykella pulmonaria
GCA_030555625.1,Blastobotrys adeninivorans
GCA_003314335.1,Cantharellus appalachiensis
GCA_030578775.1,Sugiyamaella chiloensis
GCA_030583365.1,Sugiyamaella japonica
GCA_000170995.2,Trichoderma virens Gv29-8
GCA_023079195.1,Venturia pyrina
GCA_030563985.1,Dipodascus restrictus
GCA_021524915.1,Lactarius akahatsu
GCA_021525005.1,Lactarius hatsudake
GCA_028974205.1,Penicillium antarcticum
GCA_027579385.1,Coemansia aciculifera
GCA_027579325.1,Coemansia furcata
GCA_027579195.1,Coemansia spiralis
GCA_027575805.1,Mycoemilia scoparia
GCA_030568875.1,[Candida] flosculorum
GCA_017309295.1,Nakaseomyces nivariensis
GCA_020744315.1,Curvularia eragrostidis
GCA_002982235.1,Curvularia geniculata
GCA_000149925.1,Puccinia graminis f. sp. tritici CRL 75-36-700-3
GCA_025728135.1,Phenoliferia glacialis
GCA_010367425.1,Teratosphaeria destructans
GCA_030573385.1,[Candida] pseudohaemulonii
GCA_963565915.1,Entoloma clypeatum
GCA_024521655.1,Durotheca rogersii
GCA_021436965.1,Diplodia seriata
GCA_019857685.1,Papiliotrema terrestris
GCA_000169275.1,Malassezia restricta CBS 7877
GCA_000181695.1,Malassezia globosa CBS 7966
GCA_000149985.1,Pyrenophora tritici-repentis Pt-1C-BFP
GCA_001703175.2,Fusarium oxysporum f. sp. lycopersici 4287
GCA_900474175.3,Pyricularia oryzae
GCA_021030945.1,Pyrenula aspistea
GCA_013186375.1,Fusarium aywerte
GCA_031310005.1,Dactylellina haptotyla
GCA_023758075.1,Alternaria novae-zelandiae
GCA_021396235.1,Sporothrix pallida
GCA_021396245.1,Sporothrix humicola
GCA_002917075.1,Hawksworthiomyces lignivorus
GCA_000167675.2,Trichoderma reesei QM6a
GCA_030571735.1,Kazachstania africana
GCA_003709265.2,Grigorovia yakushimaensis
GCA_030583465.1,Kazachstania turicensis
GCA_030578995.1,[Candida] berkhoutiae
GCA_030579075.1,[Candida] dajiaensis
GCA_030562945.1,[Candida] jianshihensis
GCA_030566735.1,[Candida] touchengensis
GCA_030582575.1,Candida buenavistaensis
GCA_030572135.1,[Candida] alai
GCA_030572435.1,Candida labiduridarum
GCA_030557105.1,Candida frijolesensis
GCA_030557055.1,Candida tetrigidarum
GCA_030572655.1,Ogataea allantospora
GCA_001630335.1,Fibularhizoctonia sp. CBS 109695
GCA_000150035.1,Vanderwaltozyma polyspora DSM 70294
GCA_002150695.1,Cercospora sojina
GCA_030411725.1,Echria macrotheca
GCA_000003125.1,Talaromyces stipitatus ATCC 10500
GCA_000001985.1,Talaromyces marneffei ATCC 18224
GCA_023646325.1,Teloschistes flavicans
GCA_018416015.2,Coccidioides posadasii str. Silveira
GCA_022814335.1,Agyrium rufum
GCA_900519005.1,Yarrowia phangngaensis
GCA_030555755.1,Wickerhamiella kazuoi
GCA_030572535.1,Wickerhamiella hasegawae
GCA_023618385.1,Aspergillus uvarum
GCA_017355575.1,Histoplasma capsulatum G186AR
GCA_000166155.1,Blastomyces dermatitidis ATCC 26199
GCA_023658505.1,Epichloe gansuensis
GCA_030578415.1,Ogataea chonburiensis
GCA_030564965.1,Ogataea nakhonphanomensis
GCA_027604065.1,Clydaea vesicula
GCA_002233775.1,Fusarium oxysporum f. sp. narcissi
GCA_002234255.1,Fusarium sp. Na10
GCA_000150145.1,Aspergillus fumigatus A1163
GCA_030579315.1,Kluyveromyces siamensis
GCA_000171015.2,Trichoderma atroviride IMI 206040
GCA_030555655.1,Starmerella floris
GCA_022813285.1,Aspergillus calidoustus
GCA_000150055.1,Coccidioides posadasii RMSCC 3488
GCA_000150085.1,Coccidioides immitis RMSCC 3703
GCA_030578515.1,[Candida] nonsorbophila
GCA_030569055.1,[Candida] andamanensis (nom. inval.)
GCA_030569815.1,Diutina ranongensis (nom. inval.)
GCA_003705695.2,Blastobotrys serpentis
GCA_905219575.1,Rhizoctonia solani
GCA_012977755.1,Fusarium nurragi
GCA_016584195.1,[Candida] californica
GCA_001708085.1,Komagataella phaffii
GCA_017161175.1,Ogataea polymorpha
GCA_026023815.1,Candelaria pacifica
GCA_026023805.1,Candelina mexicana
GCA_026023795.1,Candelina submexicana
GCA_030570315.1,Pichia sp. NRRL Y-12827
GCA_030563085.1,Pichia sp. NRRL Y-27259
GCA_030569835.1,Pichia sp. NRRL Y-27261
GCA_011393125.1,Saccharomyces cerevisiae Y9
GCA_000192375.1,Saccharomyces cerevisiae Y10
GCA_023079245.1,Aplosporella prunicola
GCA_002994595.1,Uromyces transversalis
GCA_019804545.1,Penicillium fuscoglaucum
GCA_000192555.1,Saccharomyces cerevisiae CLIB215
GCA_011393115.1,Saccharomyces cerevisiae WE372
GCA_022884055.1,Russula griseocarnosa
GCA_023087545.1,Lasiodiplodia pseudotheobromae
GCA_021028865.1,Teratosphaeria eucalypti
GCA_030570975.1,[Candida] songkhlaensis
GCA_030556445.1,[Candida] jaroonii
GCA_000975915.3,Saccharomyces cerevisiae YJM326
GCA_022813335.1,Gamszarea kalimantanensis
GCA_027627215.1,Lecanicillium saksenae
GCA_027569205.1,Aspergillus kassunensis
GCA_021436995.1,Aspergillus protuberus
GCA_900260175.1,Thecaphora thlaspeos
GCA_000150185.1,Coccidioides posadasii RMSCC 2133
GCA_000150215.1,Coccidioides posadasii RMSCC 3700
GCA_000150245.1,Coccidioides posadasii CPA 0001
GCA_019828555.1,Toxicocladosporium irritans
GCA_010093815.1,Pseudovirgaria hyperparasitica
GCA_021401465.1,Teratosphaeria epicoccoides
GCA_032357745.1,Camptophora hylomeconis
GCA_003693225.1,Venturia aucupariae
GCA_013368685.1,Saccharomyces cerevisiae IL-01
GCA_000209305.1,Saccharomyces cerevisiae T73
GCA_011393275.1,Saccharomyces cerevisiae Y12
GCA_002370175.1,Metschnikowia colocasiae
GCA_030578935.1,Metschnikowia similis
GCA_030571615.1,Kazachstania hellenica
GCA_011947415.1,Colletotrichum gloeosporioides
GCA_022609375.1,Xenosphaeropsis pyriputrescens
GCA_001956345.1,Ramalina peruviana
GCA_013461505.1,Ramularia coccinea
GCA_022495065.1,Xylaria telfairii
GCA_030560665.1,Yarrowia alimentaria
GCA_030573975.1,Yarrowia hollandica
GCA_900519045.1,Yarrowia divulgata
GCA_030578535.1,Yamadazyma tumulicola
GCA_030572035.1,Yamadazyma takamatsuzukensis
GCA_000209485.1,Enterocytozoon bieneusi H348
GCA_002850765.1,Aspergillus taichungensis
GCA_003313715.1,Russula abietina
GCA_000150475.2,Paracoccidioides brasiliensis Pb03
GCA_017499575.1,Amauroderma rugosum
GCA_001650995.1,Gongronella sp. w5
GCA_000150505.2,Schizosaccharomyces octosporus yFS286
GCA_002778145.1,Harringtonia lauricola
GCA_001950555.1,[Candida] sp. JCM 15000
GCA_019157295.1,Fusarium oxysporum f. sp. rapae
GCA_025605225.1,Geotrichum bryndzae
GCA_000143565.1,Laccaria bicolor S238N-H82
GCA_030561765.1,[Candida] hainanensis
