#assembly_accession,organism_name
GCA_002287175.1,Methanobacterium bryantii
GCA_007421925.1,Haloglomus irregulare
GCA_014066365.1,Nitrosopumilus sp. YT1
GCA_003287355.1,Halorubrum sp. 48-1-W
GCA_003650065.1,Thermococci archaeon
GCA_905339155.1,Methanosarcinales archaeon
GCA_011044085.1,Candidatus Altiarchaeales archaeon
GCA_016882195.1,Candidatus Verstraetearchaeota archaeon
GCA_027061535.1,Archaeoglobales archaeon
GCA_015520775.1,Candidatus Geothermarchaeota archaeon
GCA_016932815.1,Candidatus Micrarchaeota archaeon
GCA_015521895.1,Candidatus Hydrothermarchaeota archaeon
GCA_014361095.1,Hadesarchaea archaeon
GCA_011042315.1,Thermoprotei archaeon
GCA_029259335.1,Archaeoglobi archaeon
GCA_023256295.1,TACK group archaeon
GCA_013407275.1,Candidatus Nitrosotenuis sp. DW1
GCA_013407385.1,Nitrosarchaeum sp. AC2
GCA_017838255.1,Thermoproteus sp.
GCA_012962045.1,Ignisphaera sp.
GCA_018262855.1,Methanolinea sp.
GCA_011041615.1,Acidilobales archaeon
GCA_026414085.1,Candidatus Methanomethylicia archaeon
GCA_022014835.1,Candidatus Nanopusillus sp.
GCA_009928975.1,Methanomicrobia archaeon
GCA_023644045.1,Nitrososphaerales archaeon
GCA_011773305.1,Nitrososphaeria archaeon
GCA_022015185.1,Sulfolobales archaeon
GCA_015520305.1,Thermofilaceae archaeon
GCA_011043825.1,Thermoplasmatales archaeon
GCA_021163245.1,Thermoproteales archaeon
GCA_003666065.1,Haloarcula sp. Atlit-7R
GCA_003666025.1,Halorubrum sp. Atlit-8R
GCA_003666005.1,Halorubrum sp. Atlit-9R
GCA_003666015.1,Halorubrum sp. Atlit-26R
GCA_003665955.1,Halorubrum sp. Atlit-28R
GCA_003665935.1,Halobellus sp. Atlit-31R
GCA_003665925.1,Halobellus sp. Atlit-38R
GCA_003665985.1,Haloarcula sp. Atlit-47R
GCA_003665905.1,Haloferax sp. Atlit-105R
GCA_003665865.1,Haloferax sp. Atlit-109R
GCA_003665885.1,Haloarcula sp. Atlit-120R
GCA_026414165.1,Candidatus Methanomethyliaceae archaeon
GCA_028683025.1,Candidatus Methanomethylicus sp.
GCA_020723045.1,Candidatus Micrarchaeum sp.
GCA_003344565.1,Saliphagus sp. LR7
GCA_003439925.1,Haloprofundus halophilus
GCA_010747475.1,Halorussus sp. MSC15.2
GCA_003838185.1,Methanocalculus sp. MSAO_Arc1
GCA_003838065.1,Methanocalculus sp. MSAO_Arc2
GCA_009898475.1,Nitrososphaera sp. AFS
GCA_023255935.1,Zestosphaera sp.
GCA_003602035.1,Halococcus sp. IIIV-5B
GCA_011319465.1,Candidatus Nitrosotalea sp. TS
GCA_011319475.1,Candidatus Nitrosotalea sp. FS
GCA_003601555.1,Candidatus Syntrophoarchaeum sp. WYZ-LMO15
GCA_006543045.1,Salinadaptatus halalkaliphilus
GCA_026192975.1,Natrialba swarupiae
GCA_003675875.1,Halostella limicola
GCA_902826075.1,uncultured Candidatus Nitrosocosmicus sp.
GCA_004212055.1,Candidatus Methanodesulfokores washburnensis
GCA_013330535.1,Methanobacteriales archaeon
GCA_003724255.1,Nitrosopumilus sp. B06
GCA_003724325.1,Nitrosopumilus sp. D6
GCA_003724235.1,Nitrosopumilus sp. H8
GCA_003724285.1,Nitrosopumilus sp. H13
GCA_003724275.1,Thaumarchaeota archaeon S13
GCA_003724215.1,Thaumarchaeota archaeon S14
GCA_003724175.1,Thaumarchaeota archaeon S15
GCA_004285895.1,Nanoarchaeota archaeon M10-121
GCA_004285905.1,Nanoarchaeota archaeon Gua-46
GCA_003702465.1,Candidatus Nitrosomarinus sp.
GCA_020027325.1,Cenarchaeum sp.
GCA_004118325.1,Halorientalis pallida
GCA_015520205.1,Desulfurococcales archaeon
GCA_018432765.1,Methanoregulaceae archaeon
GCA_003722075.1,Methanohalophilus sp. RSK
GCA_003781945.1,Halorubrum sp. CSM-61
GCA_001950595.1,Salella cibi
GCA_019599405.1,Halomicroarcula salinisoli
GCA_019599465.1,Halomicroarcula rubra
GCA_019599505.1,Halomicroarcula nitratireducens
GCA_006861665.1,Halonotius terrestris
GCA_026242195.1,Halorutilus salinus
GCA_004212135.1,Methanophagales archaeon ANME-1-THS
GCA_004212075.1,Candidatus Methanoliparum thermophilum
GCA_004212085.1,Candidatus Methanolliviera hydrocarbonicum
GCA_004104135.1,Methanohalophilus sp. WG1-DM
GCA_014361425.1,Candidatus Methanosuratincola sp.
GCA_004114375.1,Halorubrum sp. BOL3-1
GCA_018609665.1,Haloarculaceae archaeon
GCA_007121475.1,Halococcaceae archaeon
GCA_004015825.1,Halobacteriaceae archaeon SHR40
GCA_004765795.1,Halorussus marinus
GCA_004087835.1,Halorussus pelagicus
GCA_004099695.1,Methanosarcina sp. MSH10X1
GCA_013330565.1,Candidatus Nitrosotenuis sp.
GCA_007896465.1,Haloferacaceae archaeon KCTC 4243
GCA_004114995.1,Halorubrum amylolyticum
GCA_006740685.1,Candidatus Nitrosopumilus sp. SW
GCA_005406125.1,Haloarcula mannanilytica
GCA_015520485.1,Archaeoglobaceae archaeon
GCA_012928615.1,Marine Group I thaumarchaeote
GCA_012928605.1,Candidatus Nitrosopumilus sp. MTA1
GCA_006861655.1,Halonotius roseus
GCA_012222305.1,Sulfolobus sp. S-194
GCA_017503895.1,Candidatus Methanomethylophilaceae archaeon
GCA_005435175.1,Halorubrum sp. GN11GM_10-3_MGM
GCA_005435165.1,Halorubrum sp. GN11_10-6_MGM
GCA_005435235.1,Halorubrum sp. GN12_10-3_MGM
GCA_005435135.1,Halorubrum sp. ASP1
GCA_005435095.1,Halorubrum sp. CGM5_25_10-8B
GCA_005435025.1,Halorubrum sp. CGM4_25_10-8A
GCA_005435035.1,Halorubrum sp. SD690R
GCA_005435045.1,Halorubrum sp. SS5
GCA_005435055.1,Halorubrum sp. SS7
GCA_901686465.1,Halorubrum sp. DM2
GCA_012062385.1,Methanocorpusculum sp. GPch4
GCA_016109435.1,Methanomassiliicoccus sp.
GCA_026987805.1,Methanococcaceae archaeon
GCA_015520375.1,Aigarchaeota archaeon
GCA_015520285.1,Pyrodictiaceae archaeon
GCA_004785955.1,Halostella litorea
GCA_902827205.1,Methanocaldococcus lauensis
GCA_004347915.1,Candidatus Nezhaarchaeota archaeon WYZ-LMO7
GCA_004347965.1,Candidatus Nezhaarchaeota archaeon WYZ-LMO8
GCA_005938085.1,Haloterrigena sp. H1
GCA_005239435.1,halophilic archaeon LT46
GCA_004698125.1,Halosimplex halophilum
GCA_004944975.1,Halorhabdus amylolytica
GCA_014530665.1,Haloferax sp. AS1
GCA_004681185.1,Halomicroarcula amylolytica
GCA_008389435.1,Candidatus Nitrosocosmicus sp. SS
GCA_947074325.1,uncultured Methanocorpusculaceae archaeon
GCA_005543295.1,Halalkalirubrum salinum
GCA_009617975.1,Candidatus Nanohalobium constans
GCA_004916935.1,Salinigranum halophilum
GCA_026413605.1,Candidatus Nezhaarchaeota archaeon
GCA_005155585.1,Haloprofundus sp. MHR1
GCA_005239175.1,halophilic archaeon SHRA6
GCA_004332335.1,Methanoregulaceae archaeon UXB-2016
GCA_004762015.1,Halostella pelagica
GCA_007671685.1,Halorubrum salsamenti
GCA_007671725.1,Halorubrum depositum
GCA_030464345.1,Methanoculleus sp. FWC-SCC1
GCA_030464365.1,Methanoculleus sp. FWC-SCC3
GCA_030323845.1,Methanobacterium sp. CWC-01
GCA_006274605.1,Thermococcus indicus
GCA_023169545.1,Nanobdella aerobiophila
GCA_902158735.1,Candidatus Methanolliviera sp. GoM_oil
GCA_902158745.1,Candidatus Methanolliviera sp. GoM_asphalt
GCA_902158755.1,Candidatus Syntrophoarchaeum sp. GoM_oil
GCA_025384765.1,Methanoculleus sp. Afa-1
GCA_027372565.1,Ferroplasma sp.
GCA_011366225.1,Asgard group archaeon
GCA_003697845.1,Halobellus captivus
GCA_004028775.1,Candidatus Methanosuratincola subterraneus
GCA_008000775.1,Candidatus Prometheoarchaeum syntrophicum
GCA_012927685.1,Candidatus Nanohaloarchaea archaeon
GCA_013178225.1,Methanotrichaceae archaeon
GCA_008124605.1,Halobacterium salinarum DSM 3754
GCA_008152015.1,Thermococcus aciditolerans
GCA_003193925.1,Candidatus Thalassoarchaea betae
GCA_007833275.1,Salarchaeum sp. JOR-1
GCA_016931955.1,Candidatus Altiarchaeota archaeon
GCA_009914725.1,Methanogenium sp. MK-MG
GCA_014384375.1,DPANN group archaeon
GCA_013153845.1,Methanococci archaeon
GCA_013154335.1,Methanopyri archaeon
GCA_009797925.1,Halorhabdus sp. CUG00001
GCA_902410085.1,Haloferax sp. KTX1
GCA_024372725.1,Methanosarcina sp. KYL-1
GCA_008033705.1,Methanothermobacter sp. KEPCO-1
GCA_031284755.1,Candidatus Methanoplasma sp.
GCA_009841175.1,Cenarchaeum sp. SB0661_bin_35
GCA_009840065.1,Cenarchaeum sp. SB0662_bin_33
GCA_009839185.1,Cenarchaeum sp. SB0663_bin_5
GCA_009838485.1,Cenarchaeum sp. SB0664_bin_35
GCA_009837825.1,Cenarchaeum sp. SB0665_bin_23
GCA_009837245.1,Cenarchaeum sp. SB0666_bin_15
GCA_009836545.1,Cenarchaeum sp. SB0667_bin_13
GCA_009846455.1,Cenarchaeum sp. SB0669_bin_11
GCA_009844685.1,Cenarchaeum sp. SB0672_bin_9
GCA_009844325.1,Cenarchaeum sp. SB0673_bin_9
GCA_009843815.1,Cenarchaeum sp. SB0675_bin_21
GCA_009842575.1,Cenarchaeum sp. SB0677_bin_16
GCA_009841735.1,Cenarchaeum sp. SB0678_bin_8
GCA_020804225.1,Methanosarcina sp. DH2
GCA_020804205.1,Methanosarcina sp. DH1
GCA_009914355.1,Methanothermobacter sp. THM-1
GCA_009917665.1,Methanothermobacter sp. THM-2
GCA_003351865.1,Methanofervidicoccus sp. A16
GCA_905067475.1,Candidatus Argoarchaeum ethanivorans
GCA_032878975.1,Methanoplanus sp. FWC-SCC4
GCA_009617995.1,Halomicrobium sp. LC1Hm
GCA_015520115.1,Ferroglobus sp.
GCA_015521835.1,Geoglobus sp.
GCA_015523155.1,Methanothermococcus sp.
GCA_015522625.1,Caldisphaeraceae archaeon
GCA_015520395.1,Candidatus Geoarchaeota archaeon
GCA_015520575.1,DHVE2 group archaeon
GCA_015521995.1,Fervidicoccaceae archaeon
GCA_015523585.1,Thermoproteaceae archaeon
GCA_008806815.1,Haloferax sp. CBA1148
GCA_008806915.1,Haloferax sp. CBA1149
GCA_008806905.1,Haloferax sp. CBA1150
GCA_008831545.1,Halorussus halophilus
GCA_032842345.1,Methanoculleus sp. Wushi-C6
GCA_009372125.1,Thermococcus sp. 101 C5
GCA_009601705.1,Sulfolobus sp. E5-1-F
GCA_009602405.1,Sulfolobus sp. E11-6
GCA_009674605.1,Haloferax litoreum
GCA_009674585.1,Haloferax marinisediminis
GCA_009674625.1,Haloferax marinum
GCA_021129915.1,Methanocellales archaeon
GCA_017992675.1,Candidatus Methanofastidiosum sp.
GCA_017511365.1,Methanosphaera sp.
GCA_016779745.1,Candidatus Poseidonia sp.
GCA_905478145.1,Candidatus Poseidoniaceae archaeon
GCA_022449835.1,Candidatus Poseidoniia archaeon
GCA_026995775.1,Thermococcaceae archaeon
GCA_009741825.1,Halapricum sp. CBA1109
GCA_009741785.1,Haloarcula sp. CBA1122
GCA_009741925.1,Natronomonas sp. CBA1123
GCA_009741955.1,Halogeometricum sp. CBA1124
GCA_009742825.1,Halorubrum sp. CBA1125
GCA_009741975.1,Halobacterium sp. CBA1126
GCA_013003705.1,Halobacteria archaeon
GCA_905478215.1,Candidatus Thalassarchaeaceae archaeon
GCA_013214115.1,Candidatus Thalassarchaeum sp.
GCA_003697815.1,Halalkalicoccus subterraneus
GCA_003977755.1,Haloterrigena salifodinae
GCA_009889635.1,Marine Group IV archaeon HikBin1
GCA_009889665.1,Marine Group IV archaeon HikBin2
GCA_009889655.1,Marine Group IV archaeon HikBin3
GCA_009889685.1,Marine Group IV archaeon HikBin4
GCA_009889625.1,Marine Group IV archaeon HikBin5
GCA_011620885.1,Methanocorpusculaceae archaeon
GCA_018263395.1,Methanonatronarchaeales archaeon
GCA_020386975.1,Thermococcus bergensis
GCA_030156725.1,Methanococcus sp.
GCA_009806985.1,Halorubrum sp. JWXQ-INN 858
GCA_009807105.1,Natrialba sp. INN-245
GCA_905171695.1,Candidatus Methanoperedenaceae archaeon GB37
GCA_905171675.1,Candidatus Methanoperedenaceae archaeon GB50
GCA_009834785.1,Natronorubrum halalkaliphilum
GCA_009831575.1,Halovenus carboxidivorans
GCA_009831555.1,Halobacterium bonnevillei
GCA_025058825.1,Candidatus Nitrosocaldus sp.
GCA_018475625.1,Candidatus Bathyarchaeota archaeon A05DMB-2
GCA_011627385.1,Haloarcula sp. R1-2
GCA_011734195.1,Halobacterium sp. R2-5
GCA_011627345.1,Halolamina sp. R1-12
GCA_011440375.1,Halorubellus sp. JP-L1
GCA_016937345.1,Methanomicrobiaceae archaeon
GCA_011440255.1,Haloarcula sp. JP-Z28
GCA_011440285.1,Halostella sp. JP-L12
GCA_011602445.1,Haloarcula sp. JP-L23
GCA_011440385.1,Halorussus sp. JP-T4
GCA_019058315.1,Candidatus Helarchaeota archaeon
GCA_014523685.1,Nitrososphaerales archaeon TH5893
GCA_014523695.1,Nitrososphaerales archaeon TH5895
GCA_014523665.1,Nitrososphaerales archaeon TH526
GCA_014523585.1,Nitrososphaerales archaeon TH1917
GCA_014523625.1,Nitrososphaerales archaeon TH5896
GCA_014523605.1,Nitrososphaerales archaeon TH4187
GCA_014523595.1,Nitrososphaerales archaeon TH5888
GCA_014523495.1,Nitrososphaerales archaeon TH1920
GCA_014523525.1,Nitrososphaerales archaeon TH703
GCA_014523485.1,Nitrososphaerales archaeon TH5894
GCA_014523515.1,Nitrososphaerales archaeon TH1177
GCA_014523545.1,Nitrososphaerales archaeon TH1173
GCA_013215525.1,Nanoarchaeales archaeon
GCA_018141185.1,Methanobacterium alkalithermotolerans
GCA_032944295.1,Methanoculleus sp. YWC-01
GCA_019685655.1,Candidatus Bathyarchaeota archaeon A05DMB-5
GCA_019685575.1,Candidatus Bathyarchaeota archaeon A05DMB-4
GCA_019685555.1,Candidatus Bathyarchaeota archaeon A05DMB-3
GCA_013166765.1,Methanococcoides sp. SA1
GCA_013267195.1,Halorubrum salinarum
GCA_013342145.1,Haloterrigena gelatinilytica
GCA_013342525.1,Halorubraceae archaeon YAN
GCA_013402875.1,Halobaculum salinum
GCA_013401515.1,Halobaculum halophilum
GCA_019008785.1,Theionarchaea archaeon
GCA_013391085.1,Natronomonas halophila
GCA_013839515.1,Natronomonas sp. LN261
GCA_013839425.1,Halorhabdus salina
GCA_014189795.1,Candidatus Naiadarchaeales archaeon SRR2090153.bin1042
GCA_014189775.1,Candidatus Naiadarchaeales archaeon SRR2090153.bin461
GCA_014189685.1,Candidatus Naiadarchaeum limnaeum
GCA_014189725.1,Candidatus Naiadarchaeales archaeon SRR2090159.bin1288
GCA_014189715.1,Candidatus Undinarchaeum marinum
GCA_014189675.1,Candidatus Undinarchaeales archaeon SRR5007147.bin71
GCA_014189735.1,Candidatus Undinarchaeales archaeon ERR594346 U_76725
GCA_014361445.1,Candidatus Methanomethylicales archaeon
GCA_018433205.1,Methanomethylovorans sp.
GCA_014212355.1,Halobellus ruber
GCA_012910725.1,Candidatus Ethanoperedens thermophilum
GCA_017385085.1,Candidatus Methanomethylophilus sp.
GCA_021654415.1,Metallosphaera javensis (ex Sakai et al. 2022)
GCA_014876775.1,Infirmifilum lucidum
GCA_017612575.1,Halomicrobium sp. IBSBa
GCA_017094485.1,Natranaeroarchaeum sulfidigenes
GCA_009217585.1,Halomicrobium sp. ZPS1
GCA_902505595.1,Candidatus Bathyarchaeota archaeon Bin_SS_9
GCA_016294985.1,Candidatus Sifarchaeum marinoarchaea
GCA_016292335.1,Candidatus Sifarchaeum subterraneum
GCA_016294945.1,Candidatus Sifarchaeum sp.
GCA_013426015.1,Candidatus Fermentimicrarchaeum limneticum
GCA_018128925.1,Nitrosopumilus sp. K4
GCA_016839405.1,Candidatus Gerdarchaeota archaeon
GCA_016757965.1,Archaeoglobus neptunius
GCA_020055025.1,Methermicoccus sp.
GCA_016840425.1,Candidatus Wukongarchaeum yapensis
GCA_016839515.1,Candidatus Hodarchaeum mangrovi
GCA_016840515.1,Candidatus Borrarchaeum yapensis
GCA_016840465.1,Candidatus Baldrarchaeum yapensis
GCA_016840405.1,Candidatus Hermodarchaeum yapensis
GCA_016840645.1,Candidatus Borrarchaeota archaeon
GCA_030587435.1,Candidatus Baldrarchaeota archaeon
GCA_016840765.1,Candidatus Hermodarchaeota archaeon
GCA_016839545.1,Candidatus Kariarchaeota archaeon
GCA_016840725.1,Candidatus Wukongarchaeota archaeon
GCA_016839625.1,Candidatus Hodarchaeota archaeon
GCA_016635065.1,Halorubrum sp. LN27
GCA_016930995.1,Candidatus Thermoplasmatota archaeon
GCA_016917835.3,Halobacterium sp. BOL4-2
GCA_022678445.1,Candidatus Aramenus sp.
GCA_016917855.1,Halobacterium sp. GSL-19
GCA_016926505.1,Methanospirillaceae archaeon
GCA_023269935.1,Thermocladium sp.
GCA_017114235.1,archaeon AH-315-M20
GCA_027563145.1,Halobacteriaceae archaeon YIM 93972
GCA_017601225.1,Candidatus Brockarchaeota archaeon
GCA_017352155.2,Haloterrigena alkaliphila
GCA_017357405.1,Halovivax sp. KZCA124
GCA_017875315.1,Methanomicrobium sp. W14
GCA_017875325.1,Methanofollis sp. W23
GCA_018260615.1,Candidatus Altarchaeum sp.
GCA_023269865.1,Candidatus Methanodesulfokores sp.
GCA_021162525.1,Palaeococcus sp. (in: euryarchaeotes)
GCA_021159785.1,Staphylothermus sp.
GCA_021184045.1,Methanococcoides orientis
GCA_029637525.1,Desulfurococcaceae archaeon MEX13E-LK6-19
GCA_023378925.1,Candidatus Marsarchaeota archaeon
GCA_019704295.1,Sulfolobales archaeon HS-7
GCA_019720975.1,Candidatus Sysuiplasma superficiale
GCA_019057485.1,Candidatus Jordarchaeum sp.
GCA_019057715.1,Candidatus Jordarchaeum sp. JNZ_1113
GCA_019057675.1,Candidatus Jordarchaeum sp. LHC_1308
GCA_019057695.1,Candidatus Jordarchaeum sp. ERP4
GCA_019704315.1,Stygiolobus caldivivus
GCA_023684405.1,Methanococcoides seepicolus
GCA_030587365.1,Candidatus Freyarchaeota archaeon
GCA_018260655.1,Candidatus Altarchaeum sp. HURL_250
GCA_025058195.1,Candidatus Korarchaeum sp.
GCA_020833525.1,Thermosphaera sp.
GCA_023659975.1,Candidatus Aenigmarchaeota archaeon LH_S4
GCA_023659955.1,Candidatus Aenigmarchaeota archaeon LH_S5
GCA_023659935.1,Candidatus Aenigmarchaeota archaeon LH_S6
GCA_023659895.1,Candidatus Aenigmarchaeota archaeon LH_S7
GCA_023659905.1,Candidatus Aenigmarchaeota archaeon LH_S8
GCA_023659865.1,Candidatus Diapherotrites archaeon LH_S9
GCA_023659855.1,Methanomicrobia archaeon LH_S10
GCA_023659835.1,Methanomicrobia archaeon LH_S11
GCA_023659815.1,Methanomicrobia archaeon LH_S12
GCA_023659785.1,Methanomicrobia archaeon LH_S13
GCA_023659775.1,Methanomicrobia archaeon LH_S14
GCA_023659255.1,Methanomicrobia archaeon LH_S39
GCA_023659275.1,Methanomicrobia archaeon LH_S40
GCA_023659235.1,Methanomicrobia archaeon LH_S41
GCA_023659215.1,Methanomicrobia archaeon LH_S42
GCA_023659175.1,Methanomicrobia archaeon LH_S43
GCA_023659195.1,Methanomicrobia archaeon LH_S44
GCA_023659155.1,Methanomicrobia archaeon LH_S45
GCA_023659135.1,Methanomicrobia archaeon LH_S46
GCA_023659115.1,Methanomicrobia archaeon LH_S47
GCA_023659095.1,Methanomicrobia archaeon LH_S48
GCA_023659075.1,Methanomicrobia archaeon LH_S49
GCA_023659055.1,Methanomicrobia archaeon LH_S50
GCA_023659035.1,Candidatus Diapherotrites archaeon LH_S51
GCA_023659015.1,Candidatus Aenigmarchaeota archaeon LH_S52
GCA_023658995.1,Candidatus Aenigmarchaeota archaeon LH_S53
GCA_023658975.1,Candidatus Aenigmarchaeota archaeon LH_S54
GCA_023658955.1,Candidatus Aenigmarchaeota archaeon LH_S55
GCA_023658935.1,Candidatus Aenigmarchaeota archaeon LH_S56
GCA_023658915.1,Candidatus Aenigmarchaeota archaeon LH_S57
GCA_023658895.1,Candidatus Aenigmarchaeota archaeon LH_S58
GCA_023658875.1,Candidatus Aenigmarchaeota archaeon LH_S59
GCA_023658855.1,Candidatus Aenigmarchaeota archaeon LH_S60
GCA_023658815.1,Euryarchaeota archaeon LH_S61
GCA_022545805.1,Candidatus Nitrosotalea sp.
GCA_018502485.1,Methanospirillum sp. J.3.6.1-F.2.7.3
GCA_018623055.1,Halorubrum sp. 2020YC2
GCA_018609725.1,Methanohalobium sp.
GCA_019561535.1,Methanothermococcus sp. SCGC AD-155-N22
GCA_019561565.1,Methanothermococcus sp. SCGC AD-155-M21
GCA_019561545.1,Methanothermococcus sp. SCGC AD-155-K20
GCA_019561615.1,Methanothermococcus sp. SCGC AD-155-E23
GCA_019561555.1,Methanothermococcus sp. SCGC AD-155-C09
GCA_944322135.1,Candidatus Methanocorpusculum faecipullorum
GCA_026002835.1,Candidatus Nitrosocaldaceae archaeon
GCA_017094505.1,Halapricum desulfuricans
GCA_024449025.1,Natronomonas aquatica
GCA_019351055.1,Methanobacterium sp. YSL
GCA_019058535.1,Candidatus Borrarchaeum sp.
GCA_019056875.1,Candidatus Jordarchaeum madagascariense
GCA_019262145.1,Candidatus Methanogranum sp. U3.2.1
GCA_019057385.1,Candidatus Borrarchaeum weybense
GCA_020148105.1,Methanobrevibacter sp. TMH8
GCA_025930085.1,Nitrosoarchaeum sp.
GCA_031625175.1,Thermoplasmatales archaeon AK
GCA_032027985.1,Haloarcula sp. 1CSR25-25
GCA_019693215.1,Salinarchaeum sp. IM2453
GCA_024972735.1,Halalkaliarchaeum sp. AArc-CO
GCA_024972755.1,Halanaeroarchaeum sp. HSR-CO
GCA_023746595.1,Thermococcus argininiproducens
GCA_023617305.1,Methanobrevibacter sp. TLL-48-HuF1
GCA_019879105.1,Natrinema sp. SYSU A 869
GCA_019880225.1,Halobaculum rubrum
GCA_019815215.1,Nanohaloarchaea archaeon H12
GCA_019815205.1,Nanohaloarchaea archaeon H01
GCA_019931065.1,Methanobacterium spitsbergense
GCA_029948415.1,Cenarchaeum symbiont of Oopsacas minuta
GCA_020885915.1,Candidatus Methanoliparum sp. LAM-1
GCA_020150815.1,Haloprofundus salilacus
GCA_020097815.1,Haloprofundus salinisoli
GCA_020097835.1,Haloprofundus halobius
GCA_021513715.1,Candidatus Heimdallarchaeum endolithica
GCA_021513695.1,Candidatus Heimdallarchaeum aukensis
GCA_020405185.1,Halomicrobium salinisoli
GCA_020405205.1,Natrinema salinisoli
GCA_020515625.1,Natrinema amylolyticum
GCA_020405225.1,Natrinema sp. DC36
GCA_020717885.1,Candidatus Forterrea sp.
GCA_020724245.1,Candidatus Aenigmarchaeum sp.
GCA_020725055.1,Candidatus Hadarchaeum sp.
GCA_020724955.1,Candidatus Parvarchaeum sp.
GCA_020618475.1,Haladaptatus halobius
GCA_020614375.1,Haladaptatus salinisoli
GCA_030266245.1,Methanimicrococcus sp. OttesenSCG-928-J09
GCA_902384795.1,Candidatus Gugararchaeum adminiculabundum
GCA_902384585.1,Candidatus Anstonella stagnisolia
GCA_902384935.1,Candidatus Norongarragalina meridionalis
GCA_902386535.1,Candidatus Burarchaeum australiense
GCA_902385255.1,Candidatus Tiddalikarchaeum anstoanum
GCA_902386555.1,Candidatus Bilamarchaeum dharawalense
GCA_021655615.1,Acidianus sp. HS-5
GCA_021083305.1,Haladaptatus sp. DYF46
GCA_026127865.1,Candidatus Micrarchaeales archaeon
GCA_020736485.1,Halobacterium salinarum NRC-34001
GCA_019721035.1,Candidatus Sysuiplasma acidicola
GCA_019721075.1,Candidatus Sysuiplasma jiujiangense
GCA_022015085.1,Stygiolobus sp.
GCA_021028995.1,Halobacterium sp. KA-4
GCA_021029015.1,Halobacterium sp. KA-6
GCA_920984865.1,Candidatus Nanopusillus sp. Marseille-Q6268
GCA_015122065.1,Candidatus Acidifodinimicrobium mancum
GCA_021249345.1,Halobacterium wangiae
GCA_021249405.1,Halobacterium zhouii
GCA_021729015.1,Halobacterium sp. TGN-42-S1
GCA_021431925.1,Halobaculum sp. CBA1158
GCA_021295115.1,Nitrosopumilus sp. (ex Thoosa mismalolli)
GCA_025041175.1,Halobacteriales archaeon YIM A00010
GCA_025041155.1,Halobacteriales archaeon YIM A00012
GCA_025041195.1,Halobacteriales archaeon YIM A00013
GCA_025041235.1,Halobacteriales archaeon YIM A00014
GCA_025041215.1,Halobacteriales archaeon YIM A00011
GCA_028279045.1,Candidatus Nanoarchaeia archaeon
GCA_030756715.1,Conexivisphaerales archaeon
GCA_006954405.1,Candidatus Methanarcanum hacksteinii
GCA_022014235.1,Methanothermobacter sp. K4
GCA_024256245.1,Candidatus Methylarchaceae archaeon HK01M
GCA_024256205.1,Candidatus Methylarchaceae archaeon HK01B
GCA_024256185.1,Candidatus Methylarchaceae archaeon HK02M1
GCA_024256165.1,Candidatus Methylarchaceae archaeon HK02M2
GCA_023638055.1,Natranaeroarchaeum aerophilus
GCA_023638035.1,Natronocalculus amylovorans
GCA_013538715.1,Candidatus Nitrosothermus koennekii
GCA_013538705.1,Candidatus Nitrosocaldus schleperae
GCA_013538755.1,Candidatus Nitrosocaldus tengchongensis
GCA_025060995.1,Candidatus Culexarchaeum yellowstonense
GCA_025060975.1,Candidatus Culexarchaeum nevadense
GCA_025061795.1,Candidatus Culexmicrobium thermophilum
GCA_025061115.1,Candidatus Culexmicrobium cathedralense
GCA_025061245.1,Candidatus Culexmicrobium profundum
GCA_022117465.1,Candidatus Nitrosopumilus limneticus
GCA_022865265.1,Candidatus Nanohaloarchaeota archaeon QJJ-5
GCA_022865215.1,Candidatus Nanohaloarchaeota archaeon QJJ-7
GCA_022865275.1,Candidatus Nanohaloarchaeota archaeon QJJ-9
GCA_030266405.1,Methanobrevibacter sp. OttesenSCG-928-I08
GCA_030266085.1,Methanobrevibacter sp. OttesenSCG-928-K11
GCA_023028105.1,Halosolutus gelatinilyticus
GCA_023028345.1,Halorientalis marina
GCA_023028225.1,Halorientalis litorea
GCA_023566035.1,Halorientalis salina
GCA_023566055.1,Halosolutus amylolyticus
GCA_025058835.1,Acidilobaceae archaeon
GCA_027023665.1,Methanocaldococcaceae archaeon
GCA_023016325.1,Methanonatronarchaeum sp. AMET6-2
GCA_024136985.1,Haloferax sp. AB510
GCA_024136965.1,Haladaptatus sp. AB618
GCA_024136975.1,Haladaptatus sp. AB643
GCA_023115355.1,Halocatena salina
GCA_026013925.1,Halocatena marina
GCA_023276355.1,Haloplanus sp. XH21
GCA_023195915.1,Methanoculleus sp. 7T
GCA_023238445.1,Halorussus sp. XZYJT40
GCA_023238205.1,Halorussus sp. XZYJT49
GCA_027375085.1,Ferroplasmaceae archaeon
GCA_007133925.1,Candidatus Halarchaeoplasma halalkaliphilum
GCA_019594055.1,Candidatus Haladaptatiplasma halalkaliphilum
GCA_019594235.1,Candidatus Saliniplasma halalkaliphilum
GCA_023702125.1,Halorubrum sp. 1-13-28
GCA_023703775.1,Haloplanus sp. GDY1
GCA_023703795.1,Haloplanus sp. HW8-1
GCA_031624315.1,Haloarcula sp. S1AR25-5A
GCA_031624395.1,Haloarcula sp. S1CR25-12
GCA_031624535.1,Haloferax sp. S2CR25
GCA_031624495.1,Halogeometricum sp. S1BR25-6
GCA_031624635.1,Halogeometricum sp. S3BR5-2
