GRCh38,"NC_000001.11 Homo sapiens chromosome 1, GRCh38.p14 Primary Assembly"
GCA_003313185.1,"QGOG01000001.1 Collybia sp. MG36 scaffold1_cov64, whole genome shotgun sequence"
GCA_003313425.1,"NHZP01000001.1 Pseudopyrenochaeta lycopersici isolate CRA-PAV_ER 1518 unitig_7_1, whole genome shotgun sequence"
GCA_003313605.1,"QLOI01000001.1 Tuber umbilicatum strain MG104 scaffold1_cov116, whole genome shotgun sequence"
GCA_003313625.1,"QLOJ01000001.1 Tricholoma saponaceum strain MG146 scaffold1_cov319, whole genome shotgun sequence"
GCA_003313675.1,"QLON01000001.1 Termitomyces heimii strain MG15 scaffold2_cov159, whole genome shotgun sequence"
GCA_003313715.1,"QLOU01000001.1 Russula abietina strain MG143 scaffold1_cov264, whole genome shotgun sequence"
GCA_003313725.1,"QLOS01000001.1 Russula sp. MG48 scaffold1_cov126, whole genome shotgun sequence"
GCA_003313735.1,"QLOV01000001.1 Pleurotus platypus strain MG11 scaffold2_cov105, whole genome shotgun sequence"
GCA_003313785.1,"QLOM01000001.1 Termitomyces sp. MG148 scaffold1_cov105, whole genome shotgun sequence"
GCA_003313805.1,"QLOK01000001.1 Tricholoma flavovirens strain MG32 scaffold1_cov98, whole genome shotgun sequence"
GCA_003313825.1,"QLOR01000001.1 Sarcodon aspratus strain MG57 scaffold2_cov276, whole genome shotgun sequence"
GCA_003313855.1,"QLOO01000001.1 Suillus sp. MG131 scaffold1_cov282, whole genome shotgun sequence"
GCA_003313875.1,"QLOT01000001.1 Russula aff. compacta strain MG44 scaffold1_cov65, whole genome shotgun sequence"
GCA_003313885.1,"QGOI01000001.1 Boletus sp. MG55 scaffold1_cov140, whole genome shotgun sequence"
GCA_003313945.1,"QLPA01000001.1 Lactifluus pinguis strain MG27 scaffold1_cov278, whole genome shotgun sequence"
GCA_003313985.1,"QLPB01000001.1 Lactarius indigo strain MG109 scaffold1_cov177, whole genome shotgun sequence"
GCA_003314045.1,"QLPF01000001.1 Hygrophorus pudorinus strain MG65 scaffold1_cov109, whole genome shotgun sequence"
GCA_003314055.1,"QLPC01000001.1 Lactifluus hygrophoroides strain MG19 scaffold1_cov201, whole genome shotgun sequence"
GCA_003314065.1,"QLOZ01000001.1 Lactarius sp. MG50 scaffold1_cov71, whole genome shotgun sequence"
GCA_003314085.1,"QLPD01000001.1 Hymenopellis chiangmaiae strain MG56 scaffold1_cov71, whole genome shotgun sequence"
GCA_003314125.1,"QLPE01003802.1 Hygrophorus russula strain MG78 scaffold10000_cov447, whole genome shotgun sequence"
GCA_003314235.1,"QLPJ01000001.1 Cantharellus cinnabarinus strain MG28 scaffold1_cov236, whole genome shotgun sequence"
GCA_003314275.1,"QLPI01000001.1 Chroogomphus rutilus strain MG62 scaffold1_cov59, whole genome shotgun sequence"
GCA_003314295.1,"QLPH01000001.1 Cantharellus lutescens strain MG144 scaffold1_cov50, whole genome shotgun sequence"
GCA_003314335.1,"QLPK01000001.1 Cantharellus appalachiensis strain MG38 scaffold1_cov78, whole genome shotgun sequence"
GCA_003314385.1,"QLPG01000001.1 Gomphus sp. MG54 scaffold1_cov53, whole genome shotgun sequence"
GCA_003314395.1,"QLPN01000001.1 Albatrellus ellisii strain MG60 scaffold5_cov115, whole genome shotgun sequence"
GCA_003314545.1,"QMFG01000001.1 Ramaria sp. MG151 scaffold1_cov141, whole genome shotgun sequence"
GCA_003314615.1,"QFFD01000001.1 Pholiota microspora strain MG134 scaffold1_cov81, whole genome shotgun sequence"
GCA_003314645.1,"QMFK01000001.1 Morchella eximia strain MG90 scaffold1_cov126, whole genome shotgun sequence"
GCA_003314665.1,"QMFE01000001.1 Tricholoma sp. MG77 scaffold1_cov44, whole genome shotgun sequence"
GCA_003314695.1,"QLPM01000001.1 Albatrellus sp. MG142 scaffold2_cov146, whole genome shotgun sequence"
GCA_003315835.1,"QFDU01000001.1 Lactifluus volemus strain MG8 scaffold1_cov358, whole genome shotgun sequence"
GCA_003315845.1,"QFDV01000001.1 Lactarius trivialis strain MG71 scaffold2_cov422, whole genome shotgun sequence"
GCA_003315875.1,"QFDX01000001.1 Lactifluus piperatus strain MG49 scaffold1_cov150, whole genome shotgun sequence"
GCA_003315895.1,"QFDW01000001.1 Lactifluus rugatus strain MG108 scaffold1_cov173, whole genome shotgun sequence"
GCA_003315915.1,"QFDT01000001.1 Macrolepiota dolichaula strain MG24 scaffold1_cov152, whole genome shotgun sequence"
GCA_003315925.1,"QFDY01000001.1 Lactarius sp. MG121 scaffold1_cov118, whole genome shotgun sequence"
GCA_003315975.1,"QFEA01000001.1 Lactifluus echinatus strain MG122 scaffold1_cov162, whole genome shotgun sequence"
GCA_003316025.1,"QFED01000784.1 Coprinus comatus strain MG80 scaffold1001_cov320, whole genome shotgun sequence"
GCA_003316055.1,"QFEG01000861.1 Boletus speciosus strain MG10 scaffold1000_cov347, whole genome shotgun sequence"
GCA_003316065.1,"QFEH01000001.1 Retiboletus ornatipes strain MG30 scaffold1_cov363, whole genome shotgun sequence"
GCA_003316085.1,"QFEK01000810.1 Caloboletus calopus strain MG23 scaffold1000_cov306, whole genome shotgun sequence"
GCA_003316125.1,"QFEN01004498.1 Auricularia polytricha strain MG66 scaffold10001_cov1425, whole genome shotgun sequence"
GCA_003316145.1,"QFEI01000001.1 Neoboletus magnificus strain MG22 scaffold1_cov407, whole genome shotgun sequence"
GCA_003316195.1,"QFEL01000001.1 Neoboletus brunneissimus strain MG7 scaffold2_cov181, whole genome shotgun sequence"
GCA_003316205.1,"QFEM01000001.1 Boletus bicolor strain MG1 scaffold1_cov94, whole genome shotgun sequence"
GCA_003316335.1,"QFEQ01000766.1 Xerocomus impolitus strain MG39 scaffold1003_cov424, whole genome shotgun sequence"
GCA_003316345.1,"QFEU01000001.1 Tricholoma terreum strain MG45 scaffold1_cov88, whole genome shotgun sequence"
GCA_003316355.1,"QFET01000001.1 Tuber calosporum strain MG102 scaffold1_cov76, whole genome shotgun sequence"
GCA_003316375.1,"QFES01000001.1 Tylopilus plumbeoviolaceoides strain MG33 scaffold2_cov235, whole genome shotgun sequence"
GCA_003316405.1,"QFEV01000001.1 Thelephora aurantiotincta strain MG58 scaffold2_cov225, whole genome shotgun sequence"
GCA_003316425.1,"QFEZ01000001.1 Russula lepida strain MG46 scaffold1_cov301, whole genome shotgun sequence"
GCA_003316435.1,"QFEY01000001.1 Russula virescens strain MG14 scaffold1_cov237, whole genome shotgun sequence"
GCA_003316465.1,"QFFB01000001.1 Ramaria cf. rubripermanens strain MG17 scaffold1_cov119, whole genome shotgun sequence"
GCA_003316505.1,"QFEX01000001.1 Suillus alpinus strain MG64 scaffold1_cov472, whole genome shotgun sequence"
GCA_003316525.1,"QFEW01000001.1 Termitomyces eurrhizus strain MG13 scaffold3_cov216, whole genome shotgun sequence"
GCA_003316545.1,"QFFC01000001.1 Pulveroboletus ravenelii strain MG41 scaffold1_cov411, whole genome shotgun sequence"
GCA_003316565.1,"QFFA01000001.1 Russula foetens strain MG47 scaffold1_cov221, whole genome shotgun sequence"
GCA_003316585.1,"QFEC01000001.1 Gomphus bonarii strain MG147 scaffold1_cov69, whole genome shotgun sequence"
GCA_003316615.1,"QFEO01000001.1 Amanita pseudoporphyria strain MG37 scaffold1_cov151, whole genome shotgun sequence"
GCA_003316985.1,"QKXC01000001.1 Fusarium coffeatum strain FIESC_28 BRIP53273_contig_1, whole genome shotgun sequence"
GCA_003316995.2,"CM010978.1 Fusarium verticillioides strain BRIP53590 chromosome 1, whole genome shotgun sequence"
GCA_003325415.1,"PJQM01000001.1 Rhizopus stolonifer strain LSU 92-RS-03 scaffold_1, whole genome shotgun sequence"
GCA_003325435.1,"PJQL01000001.1 Rhizopus azygosporus strain CBS 357.93 scaffold_1, whole genome shotgun sequence"
GCA_003327735.1,"QLNQ01000001.1 Candida viswanathii strain ATCC 20962 contig1, whole genome shotgun sequence"
GCA_003332165.1,"MQTM01000004.1 Cordyceps militaris strain 01 contig1, whole genome shotgun sequence"
GCA_003339355.1,"QAWB01000001.1 Pichia fermentans strain fo/MP/02 Pferm_contig_1, whole genome shotgun sequence"
GCA_003339405.1,"QAWC01000001.1 Pichia norvegensis strain CBS 1922 Pnorv_contig_1, whole genome shotgun sequence"
GCA_003339415.1,"PDHQ01001000.1 Ophiocordyceps camponoti-saundersi (nom. inval.) strain BCC 79314 NODE1000_4661_OCS_BCC49314, whole genome shotgun sequence"
GCA_003339455.1,"PDHP01000100.1 Ophiocordyceps camponoti-leonardi (nom. inval.) strain BCC 80369 NODE100_119879_OCL_BCC80369, whole genome shotgun sequence"
GCA_003344505.1,"KZ851844.1 Aspergillus phoenicis ATCC 13157 unplaced genomic scaffold M752scaffold_1, whole genome shotgun sequence"
GCA_003344705.1,"KZ851899.1 Aspergillus niger ATCC 13496 unplaced genomic scaffold M747scaffold_1, whole genome shotgun sequence"
GCA_003351005.1,"KZ857206.1 Cystobasidiaceae sp. HBUAS51001 unplaced genomic scaffold Scaffold1, whole genome shotgun sequence"
GCA_003353625.1,"PDNT01000001.1 Fusarium fracticaudum strain CBS 137234 scaffold1, whole genome shotgun sequence"
GCA_003369625.1,"PVWQ01000001.1 Aspergillus mulundensis strain DSM 5745 scaffold_0, whole genome shotgun sequence"
GCA_003369635.1,"PDLN01000001.1 Coleophoma crateriformis strain BP5796 Scaffold_Scf_1, whole genome shotgun sequence"
GCA_003369665.1,"PDLM01000001.1 Coleophoma cylindrospora strain BP6252 Scaffold_Scf_1, whole genome shotgun sequence"
GCA_003385265.1,"QGQB01000001.1 Neonectria hederae strain CBS 714.97 NhederaeCBS71497_contig_1, whole genome shotgun sequence"
GCA_003385315.1,"QGQA01000001.1 Neonectria punicea strain CBS 119724 NpuniceaCBS119724_contig_1, whole genome shotgun sequence"
GCA_003386485.1,"NWBT01000048.1 Colletotrichum lentis isolate CT-30 scaffold1, whole genome shotgun sequence"
GCA_003401635.1,"CM010597.1 Metschnikowia reukaufii strain MR1 chromosome 1, whole genome shotgun sequence"
GCA_003415625.1,"PYIU01000001.1 Aquanectria penicillioides strain NNIBRFG19 Scaffold1, whole genome shotgun sequence"
GCA_003415645.1,"PYIV01000001.1 Articulospora tetracladia strain NNIBRFG329 Scaffold1, whole genome shotgun sequence"
GCA_003426235.1,"NQIM01000001.1 Xylaria polymorpha strain DSM 105756 Contig_1, whole genome shotgun sequence"
GCA_003426265.1,"NQIL01000001.1 Xylaria longipes strain IHI A66 Contig_1, whole genome shotgun sequence"
GCA_003426965.1,"QUQM01000010.1 Aspergillus tanneri strain NIH1004 AapTan_10_pilon_pilon_pilon, whole genome shotgun sequence"
GCA_003439915.1,"PNRQ01000100.1 Trichoderma atrobrunneum strain ITEM 908 NODE_100_length_120744_cov_35.0781_ID_199, whole genome shotgun sequence"
GCA_003444635.2,"QOKS01000001.1 Morchella importuna strain M04M26 Morimp01GS001, whole genome shotgun sequence"
GCA_003449175.1,"NETT01000001.1 Ceratocystis smalleyi strain CMW14800 Contig_0000001, whole genome shotgun sequence"
GCA_003501895.1,"QVXC01000001.1 Phaeosphaeria sp. A1 3.1a scf00001, whole genome shotgun sequence"
GCA_003501935.1,"QVXB01000001.1 Parastagonospora avenae f. sp. avenae strain s258 ctg00001, whole genome shotgun sequence"
GCA_003502015.1,"QVWX01000001.1 Parastagonospora avenae f. sp. tritici strain 83-6011-2 ctg00001, whole genome shotgun sequence"
GCA_003503105.1,"QVXD01000001.1 Phaeosphaeria sp. H6.2b scf00001, whole genome shotgun sequence"
GCA_003521225.1,"QOVD01000001.1 Tuber microsphaerosporum strain MG111 scaffold1_cov145, whole genome shotgun sequence"
GCA_003521245.1,"QOWK01000001.1 Laetiporus sulphureus strain MG138 scaffold2_cov287, whole genome shotgun sequence"
GCA_003521265.1,"QKZZ01001077.1 Cetradonia linearis strain BA2 AFP500P1000505, whole genome shotgun sequence"
GCA_003521275.1,"QOVE01000001.1 Tricholoma sp. MG99 scaffold1_cov112, whole genome shotgun sequence"
GCA_003521295.1,"QOWL01000001.1 Cantharellus cibarius strain MG75 scaffold1_cov77, whole genome shotgun sequence"
GCA_003545705.1,"QVLQ01000001.1 Acidomyces sp. 'richmondensis' strain FRIK2901 tig002_pilon, whole genome shotgun sequence"
GCA_003547095.1,"PQFF01000665.1 Diversispora epigaea strain IT104 C648844, whole genome shotgun sequence"
GCA_003549995.1,"QKKE01000001.1 Rhizophagus sp. MUCL 43196 scaffold1, whole genome shotgun sequence"
GCA_003550305.1,"QKYT01000001.1 Glomus cerebriforme strain DAOM 227022 scaffold1, whole genome shotgun sequence"
GCA_003568695.1,"QXMI01000001.1 Protomyces sp. C29 29_NODE_100_length_653_cov_237.439_ID_199, whole genome shotgun sequence"
GCA_003574525.1,"QPFE01000001.1 Alternaria sp. MG1 NODE_1, whole genome shotgun sequence"
GCA_003574815.1,"QPHH01000001.1 Aspergillus spinulosporus strain NRRL 2395 NODE_1_length_3042685_cov_41.1614_ID_2195853, whole genome shotgun sequence"
GCA_003589665.1,"MVGC01000001.1 Aspergillus sclerotialis strain CBS 366.77 Contig00001, whole genome shotgun sequence"
GCA_003595275.1,"QUAD01000001.1 Batrachochytrium dendrobatidis strain RTP6 contig1, whole genome shotgun sequence"
GCA_003600395.1,"QXFS01000926.1 MAG: Metchnikovella incurvata isolate LNA5 NODE_1000_length_716_cov_171.173, whole genome shotgun sequence"
GCA_003610855.1,"MCFK01000001.1 Erysiphe neolycopersici isolate UMSG2 OnM2_contig_1, whole genome shotgun sequence"
GCA_003611235.1,"MCBS01000001.1 Golovinomyces cichoracearum isolate UMSG1 GcM1_contig_1209, whole genome shotgun sequence"
GCA_003614145.1,"KZ987728.1 Piptocephalis cylindrospora isolate RSA 2659 unplaced genomic scaffold BJ684NODE_1, whole genome shotgun sequence"
GCA_003614705.1,"KZ993809.1 Blyttiomyces helicus isolate Perch Fen unplaced genomic scaffold BDK51NODE_1, whole genome shotgun sequence"
GCA_003614735.1,"KZ992424.1 Thamnocephalis sphaerospora strain RSA 1356 unplaced genomic scaffold THASP1NODE_1, whole genome shotgun sequence"
GCA_003614755.1,"KZ989109.1 Syncephalis pseudoplumigaleata strain Benny S71-1 unplaced genomic scaffold SYNPS1NODE_1, whole genome shotgun sequence"
GCA_003614865.1,"QXWJ01000010.1 Arthrocladium fulminans strain CBS 136243 NODE_10_length_1556761_cov_33.829, whole genome shotgun sequence"
GCA_003614995.1,"QZFA01000001.1 Cladosporium phlei strain ATCC 36193 cph1, whole genome shotgun sequence"
GCA_003615045.1,"ML014111.1 Caulochytrium protostelioides strain ATCC 52028 unplaced genomic scaffold CXG81scaffold_1, whole genome shotgun sequence"
GCA_003615095.1,"MRCV01000001.1 Fusarium oxysporum f. sp. cepae strain FoC_125 contig_1, whole genome shotgun sequence"
GCA_003635345.1,"QVQW01000001.1 Coniochaeta pulveracea strain CAB683 scaffold_1, whole genome shotgun sequence"
GCA_003665835.1,"QPFZ01000001.1 Microbotryum silenes-acaulis strain 1248 MvSa-1248-D-A1-R0_C01, whole genome shotgun sequence"
GCA_003666085.1,"QQNG01000001.1 Pseudocercospora crystallina isolate XJS617 NODE_100_length_91328_cov_14.4588_ID_199, whole genome shotgun sequence"
GCA_003670145.1,"QRAA01000001.1 Fusarium subtropicale strain NRRL 66764 F_subtropicale_66764_contig_1, whole genome shotgun sequence"
GCA_003671435.1,"PJAC01000001.1 Berkeleyomyces basicola strain CMW49352 Contig0, whole genome shotgun sequence"
GCA_003671575.3,"PPJY03000099.1 Zygotorulaspora florentina strain NRRL Y-1560 NODE_100_length_1181_cov_43.4303_ID_199, whole genome shotgun sequence"
GCA_003675405.1,"QUOP01000001.1 Hericium coralloides strain tvtc0002 Contig0, whole genome shotgun sequence"
GCA_003676015.1,"NSDU01000017.1 Meyerozyma sp. JA9 scaffold_0, whole genome shotgun sequence"
GCA_003676035.1,"NSGQ01000001.1 Spathaspora sp. JA1 scaffold_0, whole genome shotgun sequence"
GCA_003690305.1,"QWXK01000001.1 Venturia asperata strain 2202 Vasp_22020001, whole genome shotgun sequence"
GCA_003693225.1,"QWZN01000001.1 Venturia aucupariae strain 2371 Vauc-237100001, whole genome shotgun sequence"
GCA_003693515.1,"QUZE01000001.1 Pseudonectria buxi strain JAC17-19 Pbuxi_JAC1719_contig_1, whole genome shotgun sequence"
GCA_003693555.1,"QUZF01000001.1 Coccinonectria pachysandricola strain JAC16-16 Cpachysandricola_JAC1616_contig_1, whole genome shotgun sequence"
GCA_003693665.1,"QQSL01000099.1 Chaetothyriales sp. CBS 134920 NODE_100_length_63231_cov_51.4495, whole genome shotgun sequence"
GCA_003698115.1,"RAQS01000001.1 Aspergillus sp. HF37 contig00001, whole genome shotgun sequence"
GCA_003698175.1,"NKUJ01000001.1 Fusarium kuroshium isolate UCR3666 scaffold_1, whole genome shotgun sequence"
GCA_003705115.2,"PPHT02000001.1 Ogataea henricii strain NRRL YB-2194 flattened_line_0, whole genome shotgun sequence"
GCA_003705185.2,"PPHU02000001.1 Ambrosiozyma ambrosiae strain NRRL Y-7524 flattened_line_0, whole genome shotgun sequence"
GCA_003705225.2,"PPHW02000001.1 Ambrosiozyma vanderkliftii strain NRRL Y-63633 flattened_line_0, whole genome shotgun sequence"
GCA_003705305.2,"PPIE02000100.1 Spencermartinsiella europaea strain NRRL Y-48265 NODE_100_length_601_cov_482.418_ID_199, whole genome shotgun sequence"
GCA_003705365.1,"PPII01000100.1 Saturnispora mendoncae strain NRRL Y-11515 NODE_100_length_2024_cov_85.8734_ID_199, whole genome shotgun sequence"
GCA_003705435.2,"PPIM02000010.1 Saturnispora zaruensis strain NRRL Y-7008 NODE_10_length_355069_cov_42.3146_ID_19, whole genome shotgun sequence"
GCA_003705535.2,"PPIT02000001.1 Martiniozyma abietophila strain NRRL Y-11514 NODE_1_length_261886_cov_12.5835_ID_37135, whole genome shotgun sequence"
GCA_003705555.1,"PPIU01000010.1 Meyerozyma athensensis strain NRRL Y-27644 NODE_10_length_477794_cov_14.1593_ID_19, whole genome shotgun sequence"
GCA_003705595.2,"PPIV02000001.1 Nadsonia fulvescens var. fulvescens NRRL Y-12810 flattened_line_0, whole genome shotgun sequence"
GCA_003705615.1,"PPIZ01000001.1 Wickerhamiella cacticola strain NRRL Y-27362 flattened_line_0, whole genome shotgun sequence"
GCA_003705705.2,"PPJH02000001.1 Blastobotrys raffinosifermentans strain NRRL Y-27150 NODE_1_length_437288_cov_20.3033_ID_1, whole genome shotgun sequence"
GCA_003705735.3,"PPJJ03000001.1 Blastobotrys peoriensis strain NRRL YB-2290 NODE_1_length_329478_cov_12.9878_ID_1, whole genome shotgun sequence"
GCA_003705745.3,"PPJL03000001.1 Blastobotrys muscicola strain NRRL Y-7993 NODE_1_length_1078761_cov_15.277_ID_1, whole genome shotgun sequence"
GCA_003705765.3,"PPJM03000099.1 Blastobotrys mokoenaii strain NRRL Y-27120 NODE_100_length_3324_cov_36.021_ID_199, whole genome shotgun sequence"
GCA_003705795.3,"PPJN03000001.1 Blastobotrys americana strain NRRL Y-6844 flattened_line_0, whole genome shotgun sequence"
GCA_003705805.3,"PPJP03000010.1 Kluyveromyces dobzhanskii strain NRRL Y-1974 NODE_10_length_295244_cov_19.1389_ID_19, whole genome shotgun sequence"
GCA_003705835.3,"PPJQ03000010.1 Kockiozyma suomiensis strain NRRL Y-17356 NODE_10_length_498242_cov_21.6041_ID_19, whole genome shotgun sequence"
GCA_003705845.3,"PPJS03000001.1 Lipomyces mesembrius strain NRRL Y-27506 NODE_1_length_877097_cov_15.4245_ID_1, whole genome shotgun sequence"
GCA_003705865.1,"PPJU01000100.1 Lipomyces doorenjongii strain NRRL Y-27504 NODE_100_length_1826_cov_164.165_ID_199, whole genome shotgun sequence"
GCA_003705895.2,"PPJV02000001.1 Lipomyces japonicus strain NRRL Y-17848 flattened_line_0, whole genome shotgun sequence"
GCA_003705915.2,"PPJX02000001.1 Lipomyces lipofer strain NRRL Y-11555 NODE_1_length_454643_cov_12.6486_ID_1, whole genome shotgun sequence"
GCA_003705975.2,"PPKC02000099.1 Tetrapisispora iriomotensis strain NRRL Y-27309 NODE_100_length_809_cov_138.27_ID_8834, whole genome shotgun sequence"
